event_id,payment_id,related_type,related_id,amount,event_date,category
138,168,college,0,40681.9,2025-03-03,Premium Feature
139,169,college,87,100000.0,2025-11-18,Subscription Revenue
140,172,college,58,35360.0,2025-08-10,Placement Commission
141,173,college,34,54160.0,2025-03-01,Placement Commission
142,174,college,57,150000.0,2024-02-09,Subscription Revenue
143,175,college,0,61852.75,2026-05-14,Listing Fee
144,176,college,0,8009.46,2024-10-24,Premium Feature
145,177,college,0,25358.85,2023-09-17,Premium Feature
146,178,college,31,76000.0,2026-03-12,Placement Commission
147,179,college,4,36800.0,2025-11-19,Placement Commission
148,180,college,19,25000.0,2025-12-10,Subscription Revenue
149,181,college,0,38916.19,2024-02-25,Premium Feature
150,182,college,17,25000.0,2024-03-24,Subscription Revenue
151,184,college,0,12013.41,2024-10-07,Premium Feature
152,185,college,20,25000.0,2024-01-27,Subscription Revenue
153,186,college,0,35415.22,2024-10-13,Listing Fee
154,187,college,22,27440.0,2025-01-22,Placement Commission
155,188,college,71,27600.0,2025-04-18,Placement Commission
156,191,college,3,150000.0,2025-10-06,Subscription Revenue
157,192,college,0,31340.24,2025-08-16,Listing Fee
158,193,college,6,150000.0,2025-03-14,Subscription Revenue
159,194,college,0,33768.8,2026-02-28,Premium Feature
160,195,college,0,42873.56,2025-06-09,Premium Feature
161,196,college,7,62560.0,2026-06-11,Placement Commission
162,197,college,83,24160.0,2023-11-27,Placement Commission
163,198,college,79,150000.0,2023-09-02,Subscription Revenue
164,199,college,90,25000.0,2023-09-18,Subscription Revenue
165,202,college,0,26572.95,2026-02-09,Listing Fee
166,203,college,0,72915.83,2023-10-05,Premium Feature
167,204,college,72,150000.0,2023-12-29,Subscription Revenue
168,206,college,0,18591.97,2023-09-05,Listing Fee
169,207,college,72,80880.0,2026-03-18,Placement Commission
170,208,college,25,42800.0,2025-10-14,Placement Commission
171,209,college,30,36000.0,2025-09-07,Placement Commission
172,210,college,0,21650.69,2025-06-02,Premium Feature
173,211,college,0,48298.54,2024-01-01,Premium Feature
174,212,college,0,6892.3,2026-06-22,Premium Feature
175,214,college,61,150000.0,2024-05-29,Subscription Revenue
176,215,college,0,33507.59,2026-02-27,Listing Fee
177,217,college,66,119040.0,2026-04-15,Placement Commission
178,218,college,0,52556.88,2023-10-06,Listing Fee
179,219,college,3,139680.0,2024-03-12,Placement Commission
180,220,college,95,49600.0,2024-11-25,Placement Commission
181,221,college,48,63520.0,2024-07-19,Placement Commission
182,222,college,0,74884.24,2026-04-19,Premium Feature
183,223,college,36,28800.0,2025-12-03,Placement Commission
184,224,college,47,25000.0,2026-03-15,Subscription Revenue
185,225,college,0,12902.5,2024-04-20,Premium Feature
186,227,college,72,19200.0,2024-08-01,Placement Commission
187,228,college,55,100000.0,2023-08-21,Subscription Revenue
188,229,college,50,50000.0,2024-05-14,Subscription Revenue
189,230,college,9,40720.0,2026-03-11,Placement Commission
190,231,college,21,36160.0,2024-03-29,Placement Commission
191,232,college,35,50000.0,2024-07-07,Subscription Revenue
192,233,college,24,85200.0,2026-03-28,Placement Commission
193,234,college,45,70080.0,2024-08-14,Placement Commission
194,235,college,96,40160.0,2025-04-29,Placement Commission
195,236,college,25,100000.0,2024-02-22,Subscription Revenue
196,237,college,27,100000.0,2025-06-10,Subscription Revenue
197,238,college,0,36412.11,2025-09-26,Listing Fee
198,239,college,0,8871.11,2024-06-16,Premium Feature
199,240,college,0,18819.49,2026-05-22,Listing Fee
200,241,college,38,35200.0,2024-01-29,Placement Commission
201,242,college,0,58567.77,2025-12-16,Listing Fee
202,244,college,38,150000.0,2025-02-23,Subscription Revenue
203,245,college,0,63253.26,2026-01-21,Listing Fee
204,246,college,1,50000.0,2025-12-05,Subscription Revenue
205,247,college,84,63920.0,2026-03-13,Placement Commission
206,248,college,0,26105.39,2025-08-02,Listing Fee
207,249,college,20,28160.0,2026-01-20,Placement Commission
208,250,college,10,150000.0,2026-05-26,Subscription Revenue
209,251,college,4,30000.0,2026-05-08,Placement Commission
210,252,college,0,37203.06,2025-09-15,Listing Fee
211,253,college,88,41440.0,2024-06-30,Placement Commission
212,254,college,0,54932.77,2025-12-04,Listing Fee
213,255,college,23,150000.0,2023-06-15,Subscription Revenue
214,256,college,6,50560.0,2025-05-17,Placement Commission
215,257,college,33,61520.0,2024-09-15,Placement Commission
216,258,college,95,25000.0,2024-08-12,Subscription Revenue
217,259,college,0,66143.42,2025-06-20,Listing Fee
218,260,college,69,23280.0,2023-10-29,Placement Commission
219,261,college,98,100000.0,2025-06-13,Subscription Revenue
220,262,college,94,29760.0,2025-01-24,Placement Commission
221,263,college,16,150000.0,2024-01-16,Subscription Revenue
222,264,college,15,50000.0,2025-09-29,Subscription Revenue
223,266,college,0,44800.14,2025-03-08,Listing Fee
224,267,college,58,28720.0,2025-10-18,Placement Commission
225,271,college,0,69776.84,2026-06-19,Listing Fee
226,272,college,54,64160.0,2025-04-17,Placement Commission
227,274,college,0,25722.1,2024-03-30,Premium Feature
228,275,college,59,49840.0,2026-03-23,Placement Commission
229,276,college,0,26918.32,2025-01-28,Listing Fee
230,277,college,0,62609.96,2026-02-05,Listing Fee
231,278,college,0,45974.04,2025-08-28,Premium Feature
232,279,college,39,150000.0,2026-03-08,Subscription Revenue
233,280,college,0,60118.76,2024-03-02,Listing Fee
234,281,college,0,36068.2,2025-10-07,Listing Fee
235,283,college,81,50000.0,2024-04-04,Subscription Revenue
236,284,college,0,63380.02,2025-08-25,Listing Fee
237,285,college,37,78320.0,2024-03-13,Placement Commission
238,286,college,74,24160.0,2024-04-10,Placement Commission
239,287,college,89,21440.0,2023-07-28,Placement Commission
240,288,college,0,12859.48,2024-09-20,Listing Fee
241,289,college,0,67453.39,2025-03-29,Listing Fee
242,290,college,82,62080.0,2026-05-07,Placement Commission
243,291,college,0,33561.06,2023-11-18,Premium Feature
244,292,college,0,16027.79,2025-11-08,Listing Fee
245,293,college,61,100000.0,2024-03-09,Subscription Revenue
246,296,college,0,48010.39,2024-01-01,Listing Fee
247,298,college,0,22095.44,2026-06-23,Listing Fee
248,299,college,43,100000.0,2023-07-17,Subscription Revenue
249,300,college,49,22000.0,2025-07-25,Placement Commission
250,301,college,8,27840.0,2024-02-12,Placement Commission
251,302,college,0,41714.73,2025-04-20,Premium Feature
252,303,college,0,64005.25,2025-07-04,Listing Fee
253,304,college,24,50000.0,2024-05-09,Subscription Revenue
254,305,college,0,23774.18,2026-02-09,Listing Fee
255,306,college,21,54080.0,2023-08-09,Placement Commission
256,308,college,0,57957.64,2025-06-25,Listing Fee
257,309,college,22,84480.0,2026-06-30,Placement Commission
258,310,college,97,50000.0,2026-01-12,Subscription Revenue
259,311,college,0,64506.87,2025-05-15,Premium Feature
260,312,college,0,36160.77,2026-06-13,Listing Fee
261,313,college,0,60964.19,2026-05-19,Listing Fee
262,314,college,59,25000.0,2024-10-15,Subscription Revenue
263,315,college,100,32640.0,2026-01-20,Placement Commission
264,316,college,0,30436.09,2025-08-04,Listing Fee
265,318,college,42,30240.0,2025-05-23,Placement Commission
266,320,college,21,55520.0,2026-02-15,Placement Commission
267,322,college,21,69280.0,2025-07-23,Placement Commission
268,324,college,59,42720.0,2026-01-26,Placement Commission
269,325,college,0,70007.2,2024-12-13,Listing Fee
270,326,college,84,60800.0,2025-03-20,Placement Commission
271,327,college,0,56332.53,2025-02-13,Premium Feature
272,328,college,0,59619.99,2025-02-13,Listing Fee
273,329,college,52,25000.0,2025-06-20,Subscription Revenue
274,330,college,70,58960.0,2023-11-23,Placement Commission
275,332,college,66,63200.0,2025-07-02,Placement Commission
276,333,college,0,59434.88,2024-03-19,Listing Fee
277,334,college,41,46240.0,2026-02-12,Placement Commission
278,338,college,0,42967.91,2025-04-10,Listing Fee
279,339,college,0,49359.45,2026-01-13,Premium Feature
280,340,college,34,50000.0,2023-12-29,Subscription Revenue
281,341,college,53,150000.0,2024-04-30,Subscription Revenue
282,342,college,9,100000.0,2023-08-30,Subscription Revenue
283,343,college,71,150000.0,2024-08-20,Subscription Revenue
284,344,college,0,38386.12,2025-12-10,Listing Fee
285,345,college,0,19450.05,2025-10-18,Listing Fee
286,346,college,0,65019.1,2024-06-25,Listing Fee
287,347,college,97,35680.0,2025-05-30,Placement Commission
288,349,college,33,66960.0,2025-06-24,Placement Commission
289,350,college,59,71040.0,2025-01-08,Placement Commission
290,352,college,88,33760.0,2026-02-06,Placement Commission
291,353,college,43,25000.0,2026-02-19,Subscription Revenue
292,356,college,0,29241.54,2025-05-25,Premium Feature
293,357,college,20,50000.0,2023-06-26,Subscription Revenue
294,358,college,0,24261.73,2025-09-22,Listing Fee
295,359,college,43,100000.0,2025-11-10,Subscription Revenue
296,361,college,7,25000.0,2023-07-13,Subscription Revenue
297,362,college,74,22480.0,2024-06-14,Placement Commission
298,363,college,0,46350.17,2025-07-11,Listing Fee
299,364,college,16,40000.0,2025-06-24,Placement Commission
300,365,college,0,17468.27,2024-01-05,Premium Feature
301,366,college,89,52000.0,2024-11-18,Placement Commission
302,367,college,59,53840.0,2024-07-14,Placement Commission
303,369,college,0,53284.59,2025-02-17,Premium Feature
304,370,college,23,60800.0,2025-05-16,Placement Commission
305,371,college,47,50000.0,2025-06-05,Subscription Revenue
306,372,college,28,25000.0,2025-05-18,Subscription Revenue
307,374,college,17,50960.0,2025-12-03,Placement Commission
308,375,college,26,38000.0,2025-12-03,Placement Commission
309,376,college,94,32480.0,2026-01-18,Placement Commission
310,377,college,0,24668.2,2025-06-08,Premium Feature
311,379,college,44,150000.0,2024-08-08,Subscription Revenue
312,380,college,0,27647.9,2025-01-04,Premium Feature
313,381,college,0,69213.07,2024-01-24,Premium Feature
314,382,college,19,77680.0,2026-01-21,Placement Commission
315,383,college,0,72671.07,2025-09-16,Listing Fee
316,384,college,8,52960.0,2026-05-30,Placement Commission
317,385,college,92,50000.0,2024-11-10,Subscription Revenue
318,386,college,27,50000.0,2024-01-23,Subscription Revenue
319,387,college,46,92160.0,2026-06-25,Placement Commission
320,388,college,4,100000.0,2026-01-23,Subscription Revenue
321,389,college,31,90400.0,2026-01-05,Placement Commission
322,390,college,60,59680.0,2026-06-22,Placement Commission
323,391,college,33,43920.0,2024-07-07,Placement Commission
324,392,college,0,14826.33,2024-05-26,Listing Fee
325,393,college,0,25593.08,2025-03-14,Listing Fee
326,394,college,8,150000.0,2025-01-12,Subscription Revenue
327,396,college,98,100000.0,2025-05-11,Subscription Revenue
328,397,college,0,49297.4,2023-12-03,Listing Fee
329,399,college,91,150000.0,2025-08-22,Subscription Revenue
330,400,college,37,150000.0,2026-04-22,Subscription Revenue
331,401,college,11,56320.0,2024-05-23,Placement Commission
332,402,college,4,50000.0,2024-01-05,Subscription Revenue
333,403,college,79,50960.0,2024-04-19,Placement Commission
334,404,college,87,50240.0,2023-07-22,Placement Commission
335,405,college,100,50000.0,2026-06-04,Subscription Revenue
336,406,college,0,61451.69,2025-01-12,Listing Fee
337,409,college,13,50000.0,2025-07-07,Subscription Revenue
338,410,college,0,11162.53,2026-05-25,Listing Fee
339,411,college,0,5063.72,2026-05-17,Premium Feature
340,412,college,99,150000.0,2025-10-16,Subscription Revenue
341,413,college,0,32373.29,2026-06-29,Premium Feature
342,414,college,0,52441.94,2025-08-28,Listing Fee
343,415,college,34,50000.0,2024-07-21,Subscription Revenue
344,417,college,70,41920.0,2025-11-10,Placement Commission
345,418,college,9,50000.0,2025-12-09,Subscription Revenue
346,419,college,19,43840.0,2026-01-03,Placement Commission
347,420,college,49,42880.0,2025-11-19,Placement Commission
348,421,college,0,39563.14,2024-02-12,Listing Fee
349,422,college,79,64320.0,2025-02-10,Placement Commission
350,424,college,31,50000.0,2024-06-02,Subscription Revenue
351,425,college,77,100000.0,2024-07-13,Subscription Revenue
352,426,college,19,150000.0,2026-03-02,Subscription Revenue
353,427,college,0,64203.87,2023-10-18,Listing Fee
354,428,college,0,24906.87,2025-02-07,Listing Fee
355,429,college,5,101920.0,2024-02-07,Placement Commission
356,430,college,0,12419.03,2026-06-15,Listing Fee
357,431,college,37,50000.0,2025-11-20,Subscription Revenue
358,432,college,47,46560.0,2026-06-30,Placement Commission
359,433,college,93,100000.0,2025-01-15,Subscription Revenue
360,434,college,21,20240.0,2025-07-26,Placement Commission
361,435,college,0,67966.2,2026-05-01,Listing Fee
362,436,college,0,40272.03,2023-10-21,Premium Feature
363,437,college,0,56686.78,2025-07-17,Premium Feature
364,439,college,0,63891.91,2023-09-19,Premium Feature
365,440,college,61,35840.0,2025-05-11,Placement Commission
366,441,college,56,150000.0,2024-03-25,Subscription Revenue
367,442,college,0,31394.15,2026-01-01,Premium Feature
368,443,college,29,34320.0,2024-01-11,Placement Commission
369,444,college,88,50000.0,2025-04-15,Subscription Revenue
370,445,college,17,25520.0,2026-03-08,Placement Commission
371,446,college,58,25000.0,2026-04-01,Subscription Revenue
372,447,college,88,41440.0,2024-06-14,Placement Commission
373,448,college,0,45262.74,2023-11-16,Premium Feature
374,451,college,0,23330.22,2023-09-03,Listing Fee
375,452,college,21,55520.0,2026-02-27,Placement Commission
376,453,college,22,150000.0,2024-01-02,Subscription Revenue
377,454,college,45,29440.0,2024-06-21,Placement Commission
378,455,college,0,27694.98,2026-03-20,Listing Fee
379,456,college,6,20480.0,2025-07-08,Placement Commission
380,457,college,0,66077.74,2024-11-04,Listing Fee
381,458,college,0,15771.87,2024-10-18,Listing Fee
382,459,college,74,27360.0,2025-01-10,Placement Commission
383,460,college,93,150000.0,2024-09-29,Subscription Revenue
384,461,college,20,25000.0,2023-10-27,Subscription Revenue
385,462,college,31,50000.0,2026-04-16,Subscription Revenue
386,463,college,28,19360.0,2026-04-18,Placement Commission
387,464,college,0,47709.15,2025-01-06,Premium Feature
388,465,college,55,150000.0,2025-03-17,Subscription Revenue
389,466,college,0,38928.44,2025-11-08,Listing Fee
390,467,college,93,106080.0,2026-03-13,Placement Commission
391,468,college,50,150000.0,2026-05-16,Subscription Revenue
392,470,college,0,42465.19,2026-06-12,Listing Fee
393,471,college,0,28252.9,2025-01-10,Listing Fee
394,472,college,14,50000.0,2025-12-12,Subscription Revenue
395,475,college,4,45920.0,2025-02-26,Placement Commission
396,476,college,30,36000.0,2025-09-16,Placement Commission
397,478,college,27,25000.0,2023-07-20,Subscription Revenue
398,479,college,69,33600.0,2024-01-17,Placement Commission
399,480,college,0,53875.15,2024-07-01,Premium Feature
400,481,college,97,150000.0,2024-04-10,Subscription Revenue
401,482,college,0,43393.76,2025-02-25,Premium Feature
402,483,college,36,94240.0,2024-04-17,Placement Commission
403,485,college,85,49440.0,2026-06-30,Placement Commission
404,486,college,0,9672.32,2024-11-08,Listing Fee
405,487,college,0,9814.73,2026-05-23,Listing Fee
406,488,college,49,20800.0,2024-10-19,Placement Commission
407,489,college,28,150000.0,2024-12-27,Subscription Revenue
408,490,college,0,61640.04,2024-10-09,Listing Fee
409,491,college,77,100000.0,2025-05-28,Subscription Revenue
410,492,college,1,100000.0,2023-11-24,Subscription Revenue
411,494,college,0,42416.89,2023-09-22,Listing Fee
412,496,college,42,66880.0,2024-04-01,Placement Commission
413,498,college,85,50000.0,2026-01-22,Subscription Revenue
414,499,college,0,51749.22,2024-03-30,Listing Fee
415,500,college,0,56689.56,2026-06-02,Listing Fee
416,501,college,0,12243.01,2024-06-05,Listing Fee
417,502,college,43,35680.0,2024-05-05,Placement Commission
418,503,college,0,68910.98,2024-05-28,Premium Feature
419,504,college,26,25000.0,2025-05-24,Subscription Revenue
420,505,college,39,37760.0,2025-12-07,Placement Commission
421,506,college,0,40268.64,2024-05-25,Listing Fee
422,507,college,79,27280.0,2025-05-08,Placement Commission
423,508,college,72,50000.0,2024-10-03,Subscription Revenue
424,509,college,26,25000.0,2025-05-24,Subscription Revenue
425,510,college,0,55337.86,2026-03-13,Premium Feature
426,511,college,40,50800.0,2026-06-30,Placement Commission
427,512,college,18,25000.0,2024-11-30,Subscription Revenue
428,513,college,0,62478.37,2024-06-10,Listing Fee
429,514,college,26,25000.0,2025-01-25,Subscription Revenue
430,515,college,41,29360.0,2024-11-07,Placement Commission
431,516,college,43,22880.0,2025-06-11,Placement Commission
432,517,college,0,30333.41,2023-12-21,Premium Feature
433,518,college,0,58461.92,2025-10-25,Premium Feature
434,519,college,91,61200.0,2023-11-13,Placement Commission
435,520,college,0,18939.12,2023-11-03,Premium Feature
436,521,college,0,47183.82,2025-02-04,Premium Feature
437,522,college,0,46893.74,2024-08-24,Listing Fee
438,523,college,0,16561.48,2026-01-20,Listing Fee
439,524,college,0,26102.46,2023-08-24,Listing Fee
440,526,college,78,150000.0,2024-05-28,Subscription Revenue
441,527,college,0,61545.08,2024-08-11,Listing Fee
442,528,college,17,30640.0,2025-09-16,Placement Commission
443,529,college,0,45339.69,2023-06-25,Listing Fee
444,530,college,52,51360.0,2023-12-09,Placement Commission
445,531,college,6,25000.0,2024-07-13,Subscription Revenue
446,532,college,9,32800.0,2026-04-03,Placement Commission
447,533,college,0,12876.29,2025-10-09,Listing Fee
448,534,college,75,48960.0,2025-07-10,Placement Commission
449,535,college,26,83840.0,2024-08-10,Placement Commission
450,536,college,0,62515.45,2024-02-13,Listing Fee
451,537,college,0,9298.5,2024-09-18,Listing Fee
452,538,college,84,53920.0,2024-01-23,Placement Commission
453,539,college,59,150000.0,2023-12-24,Subscription Revenue
454,540,college,0,9302.29,2024-10-07,Premium Feature
455,541,college,41,75360.0,2025-06-16,Placement Commission
456,542,college,13,50000.0,2023-09-05,Subscription Revenue
457,545,college,0,42726.0,2025-01-23,Listing Fee
458,548,college,61,81280.0,2025-08-05,Placement Commission
459,549,college,95,32480.0,2025-12-27,Placement Commission
460,550,college,48,66480.0,2026-06-12,Placement Commission
461,552,college,0,22174.62,2024-03-19,Premium Feature
462,553,college,85,45920.0,2024-11-23,Placement Commission
463,554,college,95,100000.0,2023-12-01,Subscription Revenue
464,555,college,87,60000.0,2025-12-05,Placement Commission
465,556,college,69,18960.0,2025-07-04,Placement Commission
466,557,college,8,150000.0,2025-11-28,Subscription Revenue
467,558,college,0,44935.05,2024-03-06,Premium Feature
468,559,college,6,100000.0,2025-02-24,Subscription Revenue
469,560,college,33,150000.0,2025-11-08,Subscription Revenue
470,561,college,0,14204.67,2026-04-09,Premium Feature
471,562,college,0,53388.8,2026-05-08,Premium Feature
472,563,college,0,30602.89,2025-02-22,Listing Fee
473,564,college,34,49040.0,2023-09-03,Placement Commission
474,565,college,0,10860.91,2026-03-01,Listing Fee
475,567,college,12,100000.0,2024-06-15,Subscription Revenue
476,568,college,0,27227.64,2025-08-30,Premium Feature
477,569,college,32,50000.0,2023-08-13,Subscription Revenue
478,572,college,0,46926.14,2024-06-05,Premium Feature
479,574,college,0,6546.92,2024-01-03,Premium Feature
480,575,college,0,34491.65,2024-06-21,Premium Feature
481,576,college,0,29486.84,2025-11-21,Premium Feature
482,577,college,0,44970.0,2023-09-27,Listing Fee
483,580,college,0,62913.75,2025-12-10,Premium Feature
484,581,college,15,50000.0,2026-06-12,Subscription Revenue
485,582,college,0,7387.17,2025-03-25,Premium Feature
486,586,college,82,25000.0,2024-05-22,Subscription Revenue
487,587,college,0,7175.28,2025-10-22,Listing Fee
488,589,college,0,20641.24,2025-11-30,Listing Fee
489,590,college,91,150000.0,2024-04-04,Subscription Revenue
490,591,college,2,150000.0,2023-08-06,Subscription Revenue
491,592,college,85,150000.0,2025-01-06,Subscription Revenue
492,593,college,0,31135.2,2026-05-07,Listing Fee
493,594,college,80,22400.0,2025-05-03,Placement Commission
494,595,college,0,37532.24,2026-06-14,Premium Feature
495,596,college,84,25000.0,2026-03-18,Subscription Revenue
496,597,college,0,73376.11,2023-07-11,Premium Feature
497,598,college,0,58764.35,2024-07-12,Listing Fee
498,599,college,84,100000.0,2024-01-20,Subscription Revenue
499,600,college,0,20834.47,2026-02-09,Listing Fee
500,601,college,0,24790.46,2025-12-31,Listing Fee
501,603,college,0,16036.46,2025-01-18,Listing Fee
502,604,college,0,27473.07,2023-11-23,Premium Feature
503,605,college,28,150000.0,2024-10-10,Subscription Revenue
504,606,college,79,150000.0,2025-05-02,Subscription Revenue
505,607,college,0,29791.21,2025-09-08,Premium Feature
