offer_id,application_id,offer_date,package_lpa,status
81,7714,2024-11-09,8.14,Accepted
82,8931,2026-01-30,8.51,Accepted
83,492,2025-10-29,6.3,Accepted
84,10353,2023-12-29,4.06,Accepted
85,12199,2025-03-28,13.14,Declined
86,15204,2025-11-17,7.08,Declined
87,15214,2025-11-23,5.59,Accepted
88,12620,2024-02-20,2.75,Accepted
89,18908,2025-10-10,2.95,Expired
90,13959,2025-11-13,3.58,Accepted
91,19950,2024-11-30,10.05,Accepted
92,15496,2023-11-11,10.43,Accepted
93,138,2025-10-28,3.85,Accepted
94,9982,2023-08-06,11.59,Accepted
95,14003,2025-01-11,4.24,Declined
96,3456,2025-09-13,4.54,Declined
97,14846,2023-10-31,13.12,Accepted
98,945,2025-08-13,10.52,Accepted
99,10740,2025-12-26,5.06,Accepted
100,19827,2023-08-30,5.0,Accepted
101,19614,2023-10-01,6.42,Accepted
102,14565,2025-04-01,6.54,Accepted
103,14775,2024-04-22,4.95,Declined
104,10841,2023-08-31,8.73,Declined
105,16205,2025-11-18,7.96,Accepted
106,7568,2025-12-17,6.23,Accepted
107,1458,2026-03-16,13.21,Accepted
108,12286,2024-11-14,3.75,Accepted
109,9192,2025-02-03,8.46,Accepted
110,6608,2026-05-26,7.06,Expired
111,14375,2026-04-15,9.97,Accepted
112,11147,2024-07-30,9.79,Accepted
113,11831,2025-04-15,4.63,Accepted
114,19444,2025-10-22,4.48,Pending
115,4289,2024-11-03,4.19,Accepted
116,9871,2026-01-21,12.76,Declined
117,18779,2025-04-11,2.86,Accepted
118,18956,2025-08-17,6.39,Accepted
119,2237,2023-08-14,2.83,Accepted
120,8098,2025-09-20,5.56,Expired
121,17984,2025-07-09,3.02,Pending
122,16181,2024-10-14,4.69,Pending
123,18190,2025-06-27,8.53,Accepted
124,6707,2025-03-15,7.51,Accepted
125,5816,2025-02-02,5.42,Declined
126,16492,2024-12-28,6.91,Accepted
127,17741,2025-06-08,5.48,Declined
128,10435,2026-04-19,8.1,Pending
129,8440,2024-01-02,3.18,Declined
130,10728,2025-10-20,12.76,Accepted
131,2118,2023-12-08,7.06,Accepted
132,15619,2025-06-04,7.02,Accepted
133,17520,2026-05-16,4.32,Accepted
134,7487,2026-04-20,7.9,Accepted
135,18005,2025-05-27,18.05,Accepted
136,9150,2025-12-29,6.2,Accepted
137,18554,2026-04-08,8.24,Expired
138,4464,2023-10-11,6.65,Accepted
139,15366,2025-09-23,4.51,Declined
140,8067,2024-05-20,2.64,Accepted
141,8661,2024-08-07,5.31,Declined
142,15691,2024-11-28,7.85,Accepted
143,13074,2023-11-27,10.71,Expired
144,2735,2025-04-23,7.95,Accepted
145,5533,2024-11-08,5.23,Accepted
146,2580,2025-03-19,5.4,Accepted
147,11645,2023-12-11,2.27,Accepted
148,9688,2023-12-07,5.5,Accepted
149,4394,2024-04-10,7.31,Accepted
150,13539,2024-06-29,11.08,Accepted
151,4786,2025-01-07,9.12,Accepted
152,7153,2024-11-19,6.29,Accepted
153,18216,2024-06-20,7.09,Accepted
154,5764,2024-12-18,7.45,Accepted
155,16846,2023-12-12,3.85,Accepted
156,1278,2026-02-25,4.92,Accepted
157,7540,2023-07-17,11.86,Pending
158,11711,2025-08-21,4.25,Declined
159,16894,2024-05-11,3.95,Accepted
160,4004,2025-02-15,10.74,Accepted
161,19380,2024-12-14,7.6,Accepted
162,14256,2025-06-06,6.89,Accepted
163,2865,2025-01-31,5.74,Accepted
164,4755,2024-05-20,4.92,Declined
165,8011,2026-02-07,12.79,Pending
166,19631,2025-03-04,5.47,Accepted
167,11444,2024-04-05,6.84,Accepted
168,2040,2026-02-19,12.11,Accepted
169,5461,2023-09-26,4.53,Accepted
170,2130,2025-04-11,7.88,Accepted
171,13765,2025-07-20,3.53,Expired
172,3935,2024-07-05,5.53,Declined
173,10301,2024-12-28,7.73,Declined
174,8817,2026-02-21,3.73,Declined
175,5020,2024-10-03,12.61,Declined
176,17972,2025-12-16,5.78,Accepted
177,9499,2026-01-07,6.5,Declined
178,2407,2025-04-26,8.25,Accepted
179,4967,2023-10-07,4.17,Accepted
180,19817,2024-11-01,5.39,Accepted
181,908,2026-01-25,5.95,Accepted
182,7790,2024-02-23,4.77,Accepted
183,1399,2023-12-27,9.46,Accepted
184,8886,2024-02-20,7.99,Accepted
185,16471,2025-02-16,11.85,Declined
186,12591,2025-11-19,4.0,Pending
187,14031,2024-08-19,3.97,Accepted
188,3036,2025-12-24,10.63,Accepted
189,18540,2026-02-16,3.54,Accepted
190,6673,2024-07-24,3.62,Accepted
191,12737,2024-09-26,8.07,Accepted
192,15765,2026-03-18,5.42,Accepted
193,1460,2024-02-07,8.22,Accepted
194,6751,2026-04-18,8.66,Declined
195,9005,2024-12-27,3.06,Accepted
196,17688,2025-09-17,14.49,Accepted
197,18384,2025-06-12,20.65,Declined
198,16756,2026-06-14,4.69,Accepted
199,7502,2025-03-24,6.32,Accepted
200,3985,2025-09-20,4.6,Accepted
201,6704,2025-02-01,3.04,Accepted
202,5717,2023-07-10,3.18,Accepted
203,11659,2025-02-17,4.48,Pending
204,14943,2025-05-06,5.19,Accepted
205,14062,2025-08-30,2.59,Expired
206,3434,2024-08-11,7.39,Accepted
207,5358,2024-12-21,6.38,Accepted
208,477,2025-05-18,4.72,Accepted
209,19251,2026-01-14,4.04,Accepted
210,10837,2025-11-11,4.3,Accepted
211,5643,2023-10-28,4.07,Accepted
212,19419,2026-01-09,6.17,Accepted
213,14928,2025-08-23,4.43,Accepted
214,12670,2026-05-14,6.95,Accepted
215,7684,2025-10-19,4.75,Accepted
216,13836,2025-04-03,9.37,Pending
217,4978,2024-02-05,3.82,Accepted
218,342,2025-09-13,4.42,Accepted
219,9595,2024-04-16,11.81,Accepted
220,1836,2025-04-16,4.68,Accepted
221,1644,2025-10-03,3.51,Accepted
222,16948,2023-10-01,4.28,Declined
223,6690,2024-01-01,5.52,Accepted
224,19436,2025-12-15,7.48,Accepted
225,2158,2025-03-10,3.45,Accepted
226,2749,2023-12-06,2.42,Expired
227,2248,2026-01-29,9.5,Accepted
228,36,2024-04-27,4.26,Accepted
229,7454,2025-09-04,10.09,Declined
230,11929,2025-12-23,4.83,Accepted
231,2622,2025-03-10,5.98,Accepted
232,11898,2026-01-13,8.18,Accepted
233,19242,2026-03-13,5.18,Accepted
234,18652,2025-02-03,11.23,Accepted
235,13807,2025-10-13,4.3,Declined
236,17487,2023-12-15,3.89,Accepted
237,2272,2025-11-08,2.31,Declined
238,3904,2025-01-22,11.67,Accepted
239,8867,2023-11-11,12.26,Accepted
240,8269,2026-04-04,17.35,Declined
241,10251,2023-12-04,7.86,Accepted
242,5863,2026-02-13,5.06,Accepted
243,17161,2026-06-25,6.65,Accepted
244,915,2023-10-31,3.92,Accepted
245,12051,2026-01-24,2.6,Accepted
246,19276,2026-01-08,3.05,Accepted
247,4937,2024-09-19,6.06,Accepted
248,6626,2023-06-19,9.37,Declined
249,10181,2025-09-19,5.36,Accepted
250,5340,2025-04-12,6.53,Expired
251,11271,2024-03-19,6.31,Accepted
252,13485,2023-07-11,5.76,Accepted
253,1871,2025-04-09,14.39,Accepted
254,5887,2025-06-02,5.25,Accepted
255,14121,2023-12-23,4.36,Accepted
256,19468,2024-08-03,3.72,Accepted
257,1054,2024-12-13,2.36,Declined
258,16125,2025-05-04,7.34,Accepted
259,7727,2026-03-25,6.69,Accepted
260,8659,2023-12-13,4.87,Declined
261,7338,2025-03-18,7.16,Accepted
262,7459,2023-09-21,4.42,Accepted
263,869,2025-02-12,3.21,Accepted
264,18859,2023-08-31,10.65,Accepted
265,5822,2025-03-26,3.33,Pending
266,3299,2024-10-03,4.68,Accepted
267,3315,2023-10-08,9.26,Accepted
268,17319,2024-06-29,5.94,Accepted
269,7409,2024-04-06,3.53,Accepted
270,8966,2026-02-11,4.25,Accepted
271,14272,2025-07-27,7.5,Accepted
272,15573,2026-04-08,3.9,Accepted
273,19122,2026-01-23,8.96,Declined
274,19951,2024-06-10,5.51,Declined
275,16630,2026-06-17,4.79,Accepted
276,16692,2023-10-24,10.15,Accepted
277,18552,2024-08-23,6.28,Accepted
278,16414,2024-03-11,4.83,Declined
279,7317,2025-07-22,4.37,Accepted
280,16426,2023-11-17,8.74,Accepted
281,11332,2024-12-12,8.75,Declined
282,9050,2024-06-01,9.83,Accepted
283,3596,2025-02-03,12.86,Accepted
284,13125,2025-05-08,5.12,Accepted
285,4845,2024-09-02,6.67,Declined
286,8987,2024-03-08,13.59,Accepted
287,5590,2025-09-18,6.78,Accepted
288,9048,2024-05-21,2.47,Accepted
289,15566,2025-12-18,3.98,Pending
290,10366,2026-02-20,6.95,Pending
291,18443,2025-11-07,6.12,Accepted
292,9410,2025-02-01,9.95,Declined
293,14823,2026-05-17,4.11,Declined
294,12959,2024-04-12,3.95,Declined
295,8547,2024-11-21,4.97,Expired
296,17548,2024-11-06,13.66,Pending
297,13257,2024-10-28,4.67,Declined
298,4370,2023-08-04,4.56,Accepted
299,7678,2026-01-26,7.73,Accepted
300,12326,2023-12-17,6.96,Accepted
301,10964,2024-06-16,5.44,Accepted
302,7387,2025-01-17,2.75,Accepted
303,6310,2023-09-30,4.07,Accepted
304,18752,2026-01-03,7.99,Accepted
305,2347,2024-05-28,8.11,Accepted
306,6609,2025-12-19,2.97,Pending
307,13771,2025-11-09,6.11,Accepted
308,13044,2025-06-10,10.19,Declined
309,7672,2026-03-17,4.0,Accepted
310,11040,2024-03-22,7.99,Accepted
311,1585,2024-06-12,8.13,Accepted
312,6585,2025-01-11,10.12,Expired
313,929,2025-03-06,4.34,Accepted
314,9381,2023-10-24,3.5,Accepted
315,2458,2024-05-20,2.47,Accepted
316,13650,2026-01-09,5.96,Accepted
317,1890,2025-12-15,5.78,Accepted
318,4222,2023-07-14,2.28,Accepted
319,8853,2025-07-20,7.16,Accepted
320,13896,2025-03-23,3.61,Accepted
321,13302,2024-08-24,4.65,Declined
322,519,2025-05-05,4.32,Accepted
323,4448,2025-04-28,6.08,Accepted
324,2488,2026-01-05,2.93,Accepted
325,2451,2024-04-02,3.05,Accepted
326,3648,2024-12-31,6.7,Pending
327,4789,2024-07-08,4.05,Accepted
328,18866,2024-07-03,11.1,Accepted
329,15180,2023-10-30,5.92,Accepted
330,15495,2025-01-14,8.29,Accepted
331,9881,2023-09-23,6.08,Accepted
332,5161,2024-08-12,6.14,Pending
333,5894,2024-09-17,8.2,Accepted
334,5021,2025-05-30,5.89,Declined
335,11678,2025-04-04,3.65,Accepted
336,10905,2025-07-10,8.24,Accepted
337,6603,2026-04-08,7.37,Accepted
338,7020,2024-08-07,5.42,Declined
339,14670,2025-03-24,3.6,Declined
340,18377,2024-09-22,4.75,Accepted
341,14157,2025-07-30,3.09,Accepted
342,18510,2025-05-04,5.25,Accepted
343,15576,2025-05-01,2.56,Accepted
344,11420,2024-01-10,4.82,Accepted
345,18434,2025-07-03,3.76,Pending
346,17227,2023-07-10,6.82,Pending
347,19394,2025-10-02,2.68,Accepted
348,8695,2025-08-02,2.89,Accepted
349,1576,2024-01-02,4.47,Accepted
350,13097,2024-08-06,8.22,Accepted
351,13237,2024-04-21,9.13,Accepted
352,14760,2025-01-23,8.99,Accepted
353,17177,2024-02-12,4.82,Accepted
354,11931,2025-03-11,5.92,Accepted
355,19273,2025-02-08,11.36,Accepted
356,323,2025-01-20,4.3,Accepted
357,5036,2023-10-11,4.91,Accepted
358,18128,2026-03-26,5.84,Accepted
359,13806,2024-12-21,9.47,Expired
360,9367,2024-01-10,18.48,Accepted
361,1948,2026-04-25,2.42,Accepted
362,15981,2026-03-14,7.08,Accepted
363,9431,2024-11-30,11.26,Accepted
364,6815,2026-06-08,3.99,Accepted
365,15044,2024-12-21,3.82,Declined
366,1085,2026-01-19,3.57,Pending
367,18750,2024-09-10,6.51,Pending
368,19919,2024-04-19,7.63,Declined
369,9925,2026-03-05,8.07,Accepted
370,19884,2025-06-10,4.16,Pending
371,17370,2025-04-17,3.58,Accepted
372,12085,2025-09-09,5.46,Declined
373,3731,2023-11-19,6.55,Accepted
374,3975,2025-07-06,3.85,Expired
375,12688,2026-03-05,7.21,Accepted
376,9004,2026-04-24,6.18,Accepted
377,13819,2023-10-19,7.45,Pending
378,1038,2023-09-06,3.31,Pending
379,10720,2025-04-30,4.44,Accepted
380,18602,2024-02-12,13.44,Accepted
381,18419,2024-09-21,6.99,Accepted
382,11326,2024-08-02,6.21,Accepted
383,648,2025-04-23,7.71,Accepted
384,10970,2026-03-24,5.36,Accepted
385,1181,2025-05-20,8.52,Declined
386,4246,2025-06-24,8.26,Expired
387,3675,2025-05-31,2.69,Accepted
388,832,2024-02-09,4.71,Accepted
389,6833,2023-09-08,7.27,Accepted
390,10719,2025-05-12,6.84,Pending
391,15220,2025-01-07,8.33,Accepted
392,7198,2025-12-19,5.68,Declined
393,1267,2025-12-29,3.52,Accepted
394,11629,2025-12-17,7.55,Accepted
395,11519,2024-06-27,6.03,Accepted
396,10257,2023-08-27,5.07,Expired
397,3923,2024-11-27,11.24,Pending
398,15245,2024-05-25,9.68,Accepted
399,14636,2026-02-11,6.44,Accepted
400,1596,2025-09-09,6.61,Declined
401,18137,2026-05-12,8.27,Accepted
402,12832,2025-08-01,4.67,Accepted
403,12935,2024-07-12,6.52,Accepted
404,19240,2025-09-02,6.96,Accepted
405,12140,2025-10-10,6.86,Expired
406,4557,2025-09-04,8.87,Accepted
407,13766,2024-08-04,2.37,Accepted
408,10053,2024-09-27,3.16,Accepted
409,8044,2024-12-09,9.4,Accepted
410,12607,2025-04-03,5.16,Accepted
411,3847,2024-09-24,2.61,Accepted
412,4975,2025-01-30,8.36,Accepted
413,86,2024-08-09,6.83,Declined
414,17585,2025-05-09,6.32,Accepted
415,15462,2023-07-24,6.26,Accepted
416,13174,2026-03-01,10.65,Accepted
417,4990,2024-04-11,3.8,Accepted
418,658,2025-09-17,3.48,Declined
419,89,2026-02-21,2.97,Accepted
420,16021,2024-06-01,6.73,Accepted
421,19170,2024-09-30,4.45,Pending
422,6467,2025-11-27,6.08,Accepted
423,16317,2023-08-01,6.0,Accepted
424,19931,2026-03-04,7.1,Expired
425,8538,2023-11-30,8.29,Accepted
426,12530,2026-03-23,5.28,Accepted
427,2440,2025-01-27,6.36,Accepted
428,18542,2025-05-04,6.11,Accepted
429,5362,2024-04-03,7.54,Accepted
430,19188,2025-04-02,7.96,Accepted
431,8601,2026-03-07,7.82,Accepted
432,12180,2025-04-01,9.84,Expired
433,7179,2025-11-08,6.5,Accepted
434,3172,2026-03-03,3.98,Accepted
435,8690,2024-09-07,9.28,Pending
436,5281,2024-03-20,5.77,Declined
437,19764,2024-08-28,3.57,Accepted
438,1406,2024-08-09,3.91,Declined
439,13206,2023-07-26,4.48,Accepted
440,14964,2024-12-04,11.2,Accepted
441,19695,2025-02-10,4.95,Accepted
442,12039,2025-09-20,6.14,Accepted
443,15910,2024-04-01,4.51,Expired
444,1573,2026-01-11,7.44,Accepted
445,19453,2025-09-13,5.92,Declined
446,5505,2026-03-18,7.8,Accepted
447,5144,2024-06-08,13.96,Accepted
448,14968,2026-05-12,5.67,Declined
449,15183,2025-07-03,5.52,Accepted
450,18236,2024-03-03,5.63,Accepted
451,6312,2024-04-26,3.33,Pending
452,1477,2024-04-04,6.37,Declined
453,4605,2026-01-20,4.14,Expired
454,8029,2025-11-03,9.71,Accepted
455,17401,2023-08-29,5.47,Accepted
456,11380,2025-03-13,2.89,Expired
457,12532,2025-02-06,10.07,Accepted
458,17378,2024-07-08,9.3,Accepted
459,12611,2024-08-01,5.8,Accepted
460,7665,2025-01-18,5.43,Accepted
461,5996,2024-11-13,6.88,Pending
462,19927,2025-12-16,4.33,Accepted
463,18124,2025-07-19,5.92,Accepted
464,11042,2023-09-14,6.06,Accepted
465,8376,2025-09-28,5.39,Accepted
466,4974,2024-01-29,6.13,Declined
467,18125,2024-11-25,12.96,Accepted
468,11834,2023-12-24,5.26,Accepted
469,18154,2025-07-05,6.57,Accepted
470,3590,2026-02-08,4.33,Accepted
471,6818,2023-11-17,6.64,Accepted
472,10183,2024-04-02,4.92,Declined
473,12674,2023-10-21,5.78,Accepted
474,5655,2026-04-23,8.95,Declined
475,5991,2026-01-03,3.12,Accepted
476,408,2023-11-13,4.42,Accepted
477,4983,2023-08-28,5.11,Accepted
478,8802,2024-07-06,3.29,Declined
479,5576,2026-04-30,7.75,Pending
480,2737,2025-12-30,11.16,Pending
481,18951,2025-05-02,7.42,Accepted
482,1600,2024-08-01,5.04,Accepted
483,6261,2026-01-03,5.74,Declined
484,15954,2024-11-19,7.9,Pending
485,10342,2023-10-03,14.08,Accepted
486,13642,2025-05-23,7.03,Accepted
487,4141,2026-05-15,12.01,Accepted
488,11779,2024-11-03,4.67,Accepted
489,3405,2025-09-10,8.46,Accepted
490,8914,2025-04-29,4.51,Accepted
491,2271,2025-10-31,5.17,Accepted
492,7699,2026-01-07,3.81,Pending
493,19383,2024-02-08,6.82,Pending
494,18367,2023-10-25,11.1,Accepted
495,13943,2023-07-02,5.31,Accepted
496,8162,2024-03-13,8.74,Accepted
497,6280,2024-06-06,12.02,Expired
498,1732,2024-11-29,2.84,Expired
499,8676,2023-11-22,2.26,Accepted
500,12681,2024-09-05,3.63,Pending
501,426,2024-06-24,11.05,Accepted
502,13610,2025-05-16,8.44,Accepted
503,4253,2024-08-23,7.68,Accepted
504,3770,2024-04-08,12.27,Accepted
505,6154,2025-10-29,5.82,Accepted
506,16661,2024-07-03,6.4,Accepted
507,10128,2026-04-29,4.18,Accepted
508,5710,2026-02-10,2.87,Accepted
509,12289,2025-04-28,5.88,Accepted
510,9756,2026-03-25,5.76,Pending
511,14494,2024-06-05,10.24,Accepted
512,14842,2026-01-05,3.7,Accepted
513,9647,2024-01-11,8.28,Accepted
514,16933,2025-09-03,8.45,Expired
515,19949,2025-09-04,11.52,Accepted
516,3548,2025-03-30,13.51,Accepted
517,4992,2023-09-14,9.05,Accepted
518,4385,2024-01-20,5.6,Accepted
519,1708,2024-08-25,8.3,Accepted
520,5051,2024-09-24,7.85,Accepted
521,4485,2024-11-26,7.31,Accepted
522,10138,2023-09-10,4.16,Accepted
523,16616,2026-01-23,3.89,Accepted
524,16074,2024-01-05,4.41,Declined
525,3690,2024-05-31,7.2,Pending
526,2678,2024-09-04,4.88,Accepted
527,16628,2024-06-04,14.1,Accepted
528,12631,2024-12-18,12.55,Accepted
529,9781,2024-05-02,5.53,Pending
530,8974,2024-12-04,9.21,Accepted
531,5636,2023-06-29,6.03,Accepted
532,13696,2024-12-14,3.72,Accepted
533,12559,2026-04-04,6.1,Accepted
534,4046,2023-09-02,6.56,Pending
535,3849,2025-05-30,6.94,Accepted
536,19325,2026-04-14,6.62,Accepted
537,7512,2023-11-02,2.47,Declined
538,8744,2023-12-28,8.49,Declined
539,19366,2025-03-03,8.53,Accepted
540,10871,2024-09-22,4.66,Accepted
541,10578,2025-12-07,4.01,Expired
542,409,2024-12-28,6.53,Accepted
543,6025,2025-09-18,8.72,Accepted
544,12965,2025-08-11,7.06,Accepted
545,3025,2026-02-24,8.67,Accepted
546,9252,2024-12-26,4.02,Declined
547,14927,2024-12-09,7.58,Declined
548,15023,2026-01-23,4.03,Accepted
549,18279,2024-07-08,11.05,Declined
550,18019,2025-12-25,7.39,Accepted
551,11077,2025-04-21,9.61,Accepted
552,8424,2025-03-06,3.81,Accepted
553,4314,2024-12-22,3.52,Accepted
554,8286,2026-05-20,11.3,Accepted
555,15222,2025-08-22,7.34,Accepted
556,827,2024-09-23,4.53,Accepted
557,6650,2026-04-13,5.85,Accepted
558,18212,2025-06-19,3.8,Accepted
559,10610,2024-02-15,10.51,Accepted
560,2190,2025-08-09,4.57,Accepted
561,13432,2025-02-28,4.27,Accepted
562,2343,2025-05-21,2.53,Accepted
563,9631,2023-10-03,7.39,Accepted
564,19215,2025-08-14,7.64,Accepted
565,16387,2023-07-28,5.21,Accepted
566,17256,2025-10-06,9.86,Accepted
567,17597,2025-04-22,5.22,Accepted
568,3658,2025-11-07,7.03,Accepted
569,11859,2025-11-25,3.72,Accepted
570,2232,2024-09-15,2.71,Accepted
571,3518,2026-05-04,5.09,Accepted
572,4309,2024-08-03,3.16,Accepted
573,7295,2023-09-21,7.67,Declined
574,12934,2025-04-06,10.87,Accepted
575,10568,2024-03-26,6.19,Pending
576,17589,2024-11-01,8.8,Accepted
577,3711,2026-03-01,2.34,Accepted
578,1692,2025-12-12,7.03,Accepted
579,2978,2025-02-18,4.78,Accepted
580,11989,2025-10-14,3.91,Accepted
581,15354,2025-05-10,4.36,Accepted
582,11583,2024-07-08,5.88,Accepted
583,18262,2023-08-22,3.64,Accepted
584,17062,2025-01-01,6.24,Accepted
585,19360,2024-12-07,14.8,Accepted
586,11194,2024-12-01,5.1,Accepted
587,3033,2024-08-31,6.03,Pending
588,475,2024-07-08,3.19,Accepted
589,7948,2025-02-14,5.14,Accepted
590,352,2024-07-29,5.95,Accepted
591,11341,2026-01-05,3.22,Accepted
592,5134,2024-11-11,5.73,Accepted
593,4317,2025-05-25,9.24,Accepted
594,11238,2026-06-08,12.76,Accepted
595,6444,2023-12-04,4.87,Accepted
596,5509,2026-03-13,4.71,Pending
597,9625,2024-09-19,6.91,Accepted
598,10665,2025-04-28,4.56,Accepted
599,12898,2025-03-26,13.09,Accepted
600,16829,2023-09-21,2.86,Accepted
601,13843,2026-02-20,2.85,Expired
602,15291,2024-06-15,2.26,Pending
603,6816,2025-07-29,5.77,Pending
604,985,2025-06-15,4.79,Accepted
605,7047,2023-11-24,2.73,Expired
606,13929,2024-06-19,7.45,Accepted
607,10374,2025-11-27,3.61,Accepted
608,2821,2023-11-13,6.73,Accepted
609,19738,2025-06-11,10.61,Accepted
610,16026,2023-11-13,5.44,Declined
611,47,2024-12-15,5.93,Accepted
612,15555,2025-03-16,4.22,Pending
613,12063,2025-11-09,4.86,Accepted
614,11763,2025-01-01,2.29,Accepted
615,15848,2026-03-08,3.33,Accepted
616,13903,2024-05-14,6.19,Accepted
617,9559,2025-08-03,8.26,Accepted
618,11151,2025-05-20,5.03,Accepted
619,17914,2025-04-25,2.37,Accepted
620,7202,2025-01-22,2.81,Accepted
621,16249,2026-01-17,4.5,Accepted
622,9832,2025-10-19,11.61,Accepted
623,3902,2024-11-01,5.05,Accepted
624,15249,2025-02-10,18.22,Accepted
625,11209,2025-04-29,4.17,Accepted
626,4075,2025-03-07,9.78,Accepted
627,5469,2024-12-19,6.26,Accepted
628,12471,2024-11-24,3.42,Accepted
629,1065,2024-08-01,5.21,Declined
630,16657,2024-03-13,4.34,Accepted
631,8504,2025-06-04,4.65,Accepted
632,11217,2024-11-29,6.98,Accepted
633,15067,2025-03-04,7.34,Pending
634,522,2025-06-29,3.22,Accepted
635,9718,2026-05-29,6.18,Accepted
636,13296,2024-07-29,10.6,Accepted
637,460,2025-12-24,2.62,Accepted
638,2005,2024-08-30,2.6,Accepted
639,16105,2023-10-29,6.35,Accepted
640,15623,2024-07-09,2.85,Accepted
641,7111,2024-03-20,5.25,Declined
642,19150,2026-01-19,9.29,Accepted
643,1859,2023-08-06,10.34,Accepted
644,17598,2025-06-02,5.85,Expired
645,11508,2025-11-12,5.31,Declined
646,15467,2026-01-09,5.09,Accepted
647,12483,2024-07-08,3.76,Accepted
648,12613,2025-08-12,5.42,Accepted
649,1612,2025-11-20,5.76,Pending
650,5889,2025-11-24,5.75,Accepted
651,2886,2023-08-18,3.1,Declined
652,2565,2025-06-18,6.81,Declined
653,9458,2024-09-17,7.06,Expired
654,19396,2024-07-29,6.33,Accepted
655,7164,2024-04-08,5.1,Declined
656,16410,2026-02-15,5.21,Accepted
657,2044,2025-03-11,3.45,Accepted
658,12740,2024-09-06,2.36,Accepted
659,14531,2024-06-02,7.74,Accepted
660,7467,2025-03-20,3.32,Accepted
661,15825,2023-08-30,6.46,Accepted
662,12126,2023-11-17,4.8,Accepted
663,10732,2024-09-13,3.64,Accepted
664,274,2025-11-08,5.5,Accepted
665,5718,2025-01-16,7.9,Accepted
666,12702,2023-07-23,3.25,Accepted
667,5103,2024-11-25,4.59,Accepted
668,8658,2025-10-10,4.62,Accepted
669,12172,2024-05-23,5.09,Accepted
670,19210,2026-05-11,4.75,Accepted
671,6526,2025-04-08,11.23,Declined
672,18920,2025-02-23,3.25,Declined
673,3520,2024-10-22,7.63,Accepted
674,14341,2023-12-15,5.81,Declined
