placement_id,offer_id,student_id,college_id,company_id,joining_date,package_lpa,status
168,1689,3756,96,915,2025-07-26,11.13,Joined
169,680,2329,95,878,2024-01-14,13.47,Confirmed
170,180,4870,41,545,2024-11-22,5.39,Joined
171,2467,36,72,298,2024-06-23,5.53,Joined
172,1141,262,51,470,2025-06-08,11.57,Joined
173,382,4376,50,241,2024-08-22,6.21,Confirmed
174,2925,150,4,816,2023-08-10,5.41,Confirmed
175,2797,1118,8,793,2023-10-17,3.61,Deferred
176,3375,398,48,710,2023-09-10,6.06,Deferred
177,3676,2102,14,395,2025-02-19,3.06,Joined
178,2544,2308,87,991,2023-07-14,6.28,Joined
179,3672,1909,76,781,2024-03-17,5.6,Joined
180,3301,1109,66,608,2025-06-27,7.96,Dropped
181,1532,323,90,802,2024-01-18,5.22,Deferred
182,3125,3354,100,34,2025-08-18,6.09,Joined
183,1112,1197,26,354,2023-08-10,7.71,Joined
184,1857,91,92,582,2025-01-23,5.25,Joined
185,3804,2063,24,226,2025-03-23,5.44,Joined
186,2149,961,21,157,2024-01-17,3.98,Joined
187,2410,4771,66,823,2024-07-20,15.47,Deferred
188,1972,1703,83,524,2025-11-06,2.97,Deferred
189,2360,3348,12,4,2024-08-11,6.14,Joined
190,2992,1068,84,11,2025-02-20,7.6,Confirmed
191,647,2951,38,257,2024-08-20,3.76,Confirmed
192,722,453,76,114,2023-10-22,6.85,Confirmed
193,3919,2220,37,999,2024-12-17,3.39,Confirmed
194,2833,4183,9,185,2026-03-29,4.1,Joined
195,3952,264,10,498,2024-06-14,6.5,Confirmed
196,1618,3389,40,906,2024-01-17,9.09,Joined
197,1032,384,78,306,2026-06-30,7.35,Joined
198,3927,2494,50,107,2024-01-16,3.28,Deferred
199,4281,1950,20,387,2025-04-04,3.0,Joined
200,667,1544,55,394,2024-11-30,4.59,Joined
201,71,1438,11,351,2026-01-29,8.07,Joined
202,3049,1813,57,937,2024-08-10,7.24,Deferred
203,931,3321,47,52,2026-05-22,3.82,Joined
204,1154,233,68,430,2026-05-04,3.4,Joined
205,4165,1351,43,778,2025-07-03,7.6,Joined
206,620,1349,72,555,2025-02-20,2.81,Dropped
207,1118,2169,75,757,2025-03-23,8.83,Joined
208,2219,946,91,880,2025-09-28,11.08,Joined
209,2121,2132,11,904,2024-06-30,5.86,Confirmed
210,2827,3070,15,110,2024-10-14,6.41,Deferred
211,3066,735,14,342,2024-01-26,7.18,Joined
212,1530,4175,58,972,2024-12-04,8.56,Joined
213,2807,2352,29,940,2024-10-23,5.89,Joined
214,3434,2101,29,252,2023-09-28,7.62,Joined
215,2682,4865,57,664,2026-03-16,6.45,Joined
216,1516,2364,4,360,2025-07-06,4.61,Joined
217,1586,3964,3,887,2025-06-07,5.58,Joined
218,2666,111,23,336,2025-02-26,15.05,Confirmed
219,3163,4194,74,494,2026-04-08,5.85,Deferred
220,3623,1647,58,344,2024-02-07,5.53,Confirmed
221,1191,3545,90,866,2025-10-05,5.73,Joined
222,2585,2856,41,983,2025-08-22,5.75,Joined
223,1109,217,5,776,2026-06-30,6.1,Confirmed
224,628,3722,74,595,2024-12-13,3.42,Joined
225,1470,1784,69,612,2025-03-14,3.69,Joined
226,1051,4946,95,14,2025-01-24,5.3,Joined
227,4093,1743,98,436,2025-06-04,5.37,Joined
228,944,3243,23,885,2026-04-09,3.34,Deferred
229,4101,2278,88,659,2025-03-22,3.44,Confirmed
230,788,1727,76,611,2025-07-08,8.14,Confirmed
231,302,472,77,160,2025-02-05,2.75,Joined
232,3432,4969,44,996,2026-05-06,9.31,Dropped
233,1751,2625,5,570,2023-12-12,4.67,Deferred
234,2009,1747,11,496,2024-05-03,7.04,Confirmed
235,1723,3497,72,233,2024-07-30,2.4,Joined
236,249,1792,49,823,2025-11-01,5.36,Joined
237,4155,3487,38,965,2024-01-23,4.4,Dropped
238,996,2600,41,600,2024-04-16,6.25,Joined
239,2638,732,45,210,2025-08-28,5.35,Joined
240,1405,692,72,20,2025-08-08,2.26,Confirmed
241,1883,1741,64,343,2025-03-20,10.42,Joined
242,4297,2512,58,133,2026-04-08,6.65,Confirmed
243,660,3654,73,641,2025-04-02,3.32,Confirmed
244,3653,1257,56,980,2026-02-13,10.77,Joined
245,2599,4477,90,571,2023-12-23,6.54,Joined
246,746,3032,71,494,2025-11-07,6.81,Dropped
247,2459,2856,41,192,2025-01-05,8.58,Joined
248,3569,4648,26,462,2025-11-05,4.75,Joined
249,695,1756,86,809,2025-05-26,7.02,Joined
250,834,3739,75,576,2024-10-12,9.91,Deferred
251,3540,1299,54,535,2026-04-18,7.19,Joined
252,4050,4096,27,790,2026-01-04,6.48,Joined
253,831,2750,7,535,2025-01-27,2.97,Confirmed
254,276,818,17,637,2023-12-09,10.15,Joined
255,3652,1258,40,881,2026-04-19,6.45,Joined
256,243,3519,69,306,2026-06-30,6.65,Joined
257,1831,4442,79,546,2026-02-02,4.85,Joined
258,134,2125,72,236,2026-05-13,7.9,Dropped
259,1905,1699,40,298,2025-07-23,5.79,Deferred
260,3814,862,10,287,2024-05-31,14.37,Deferred
261,1151,635,14,90,2024-12-21,3.33,Joined
262,2707,3416,38,692,2023-12-06,8.08,Confirmed
263,772,3243,23,947,2025-01-30,5.86,Joined
264,2309,703,27,95,2023-09-11,5.01,Joined
265,2648,4195,16,683,2024-12-03,7.24,Confirmed
266,3857,98,75,141,2026-01-01,3.67,Confirmed
267,40,1476,58,744,2024-07-04,7.14,Joined
268,1341,2841,67,787,2025-03-06,12.03,Joined
269,3492,148,83,707,2024-01-10,11.06,Dropped
270,1904,1072,25,169,2025-04-03,3.98,Dropped
271,608,3350,6,410,2023-12-07,6.73,Joined
272,2017,2388,65,377,2025-08-20,5.44,Confirmed
273,1577,719,1,634,2024-04-14,5.62,Joined
274,2329,3380,33,713,2024-01-31,3.59,Confirmed
275,4243,2698,62,59,2025-12-16,7.25,Joined
276,3768,4392,10,619,2024-07-01,5.97,Deferred
277,3632,1809,17,725,2025-10-09,2.5,Deferred
278,101,1738,52,898,2023-11-26,6.42,Confirmed
279,468,2073,99,669,2024-01-12,5.26,Joined
280,1538,508,74,471,2024-03-25,3.02,Joined
281,3360,2450,29,655,2024-03-16,6.44,Joined
282,2818,364,30,718,2025-08-15,11.14,Deferred
283,2114,1054,73,565,2023-10-04,4.98,Joined
284,3105,4842,6,252,2026-04-17,4.7,Joined
285,2600,2702,97,385,2025-08-21,11.3,Joined
286,3280,1460,43,255,2024-05-02,4.46,Joined
287,3715,4728,48,710,2024-11-03,6.62,Dropped
288,3160,1827,47,210,2025-09-21,4.62,Joined
289,1064,3620,100,243,2025-12-25,4.08,Deferred
290,2948,3386,92,63,2025-08-12,4.36,Joined
291,2729,1806,69,204,2026-04-17,5.58,Joined
292,184,4868,55,248,2024-03-01,7.99,Confirmed
293,3766,3874,32,587,2024-02-09,5.85,Joined
294,946,1069,68,531,2023-10-28,6.69,Joined
295,1416,1885,52,423,2024-10-19,5.52,Confirmed
296,1460,3551,33,816,2023-08-20,4.76,Confirmed
297,723,2028,24,834,2024-07-05,5.14,Joined
298,1793,3686,37,898,2025-08-24,4.98,Deferred
299,1454,4234,72,707,2025-10-29,5.63,Joined
300,3714,3905,40,869,2025-11-09,4.02,Deferred
301,3535,2051,32,886,2024-10-25,9.21,Deferred
302,1526,925,46,624,2023-12-13,2.83,Joined
303,2052,857,55,810,2026-03-25,9.91,Joined
304,2524,2370,14,986,2024-10-06,3.51,Deferred
305,903,2545,48,72,2024-12-03,5.17,Joined
306,251,1989,43,348,2024-04-29,6.31,Joined
307,3153,1322,69,687,2024-10-19,5.4,Joined
308,2986,1032,59,461,2025-01-01,8.88,Confirmed
309,1246,586,77,150,2024-03-17,4.78,Confirmed
310,3674,569,55,170,2025-01-20,6.78,Joined
311,1442,2606,29,520,2024-04-28,5.4,Deferred
312,825,2647,24,982,2025-01-18,11.79,Confirmed
313,845,2982,21,646,2026-03-11,4.5,Dropped
314,119,2528,12,191,2023-09-11,2.83,Confirmed
315,3101,1098,32,156,2023-10-11,7.69,Joined
316,2665,702,95,465,2026-04-13,7.73,Confirmed
317,2549,2315,86,763,2025-03-11,4.4,Deferred
318,1553,1599,13,794,2023-09-12,3.64,Confirmed
319,4277,3849,99,913,2026-01-13,5.32,Joined
320,3184,3704,86,331,2024-11-17,4.83,Deferred
321,636,3839,12,754,2024-09-14,10.6,Joined
322,3508,245,63,516,2025-03-27,5.28,Joined
323,1092,2832,11,80,2025-01-21,8.69,Deferred
324,2373,3866,22,247,2024-08-13,4.3,Joined
325,3860,1925,37,110,2024-12-11,4.41,Joined
326,2990,4721,33,426,2025-03-08,7.37,Joined
327,487,1559,23,583,2026-06-24,12.01,Joined
328,1727,3983,75,597,2025-10-23,8.52,Deferred
329,1836,351,67,520,2025-04-08,3.41,Joined
330,1477,1653,80,81,2025-04-10,7.84,Joined
331,207,1266,27,701,2025-01-24,6.38,Confirmed
332,2392,2144,74,582,2025-02-23,6.24,Deferred
333,2644,1510,35,430,2024-11-23,2.97,Joined
334,1162,2641,32,326,2025-03-12,10.69,Joined
335,2733,37,84,490,2024-07-06,3.05,Confirmed
336,3585,1728,86,715,2025-07-31,2.92,Joined
337,1226,3819,69,980,2026-03-15,11.47,Joined
338,1879,2956,37,822,2024-05-19,6.08,Joined
339,2905,3080,79,800,2025-02-02,8.04,Deferred
340,3157,348,89,330,2024-03-12,3.48,Confirmed
341,3260,4449,25,464,2026-03-08,8.71,Confirmed
342,252,146,5,246,2023-08-18,5.76,Joined
343,2645,3859,44,351,2025-12-08,8.85,Joined
344,3316,1565,84,987,2024-01-06,6.74,Joined
345,3641,4356,25,276,2025-03-28,2.61,Joined
346,2030,3772,10,887,2025-07-10,5.83,Joined
347,521,3751,75,814,2024-12-25,7.31,Confirmed
348,1792,4130,100,109,2025-04-17,9.24,Joined
349,259,1380,71,163,2026-04-24,6.69,Joined
350,3764,3169,29,335,2025-06-09,13.89,Joined
351,597,2389,54,940,2024-10-08,6.91,Deferred
352,858,1960,85,121,2025-10-02,6.44,Confirmed
353,785,1754,58,959,2023-10-25,3.4,Joined
354,4091,3029,86,227,2026-01-09,4.34,Joined
355,4143,917,5,479,2026-06-03,13.5,Joined
356,1340,3601,79,327,2024-04-13,6.37,Joined
357,2786,571,87,846,2025-12-27,2.77,Confirmed
358,3988,1965,82,652,2025-05-28,6.76,Deferred
359,659,271,78,927,2024-07-24,7.74,Confirmed
360,948,2740,35,409,2025-06-19,2.97,Dropped
361,2865,3877,81,766,2023-09-09,7.72,Joined
362,3649,230,97,812,2024-02-23,3.45,Dropped
363,232,871,96,87,2026-03-12,8.18,Confirmed
364,3769,1063,7,335,2024-09-07,5.75,Joined
365,3079,1418,16,528,2026-05-06,5.31,Joined
366,1456,963,71,727,2024-07-31,4.27,Joined
367,2087,2587,57,921,2023-11-08,6.91,Joined
368,3370,2002,50,953,2023-09-02,3.1,Joined
369,1324,4534,91,844,2023-10-28,7.65,Confirmed
370,2180,1961,60,65,2024-12-04,6.72,Joined
371,2159,4802,23,958,2025-12-23,3.7,Joined
372,46,4925,3,456,2023-09-24,3.47,Joined
373,735,4852,76,451,2025-04-23,9.09,Joined
374,3226,3170,83,32,2024-07-30,8.15,Joined
375,1865,3698,5,891,2025-06-11,3.32,Joined
376,1160,3350,6,243,2024-02-08,6.63,Confirmed
377,246,3705,96,773,2026-03-02,3.05,Confirmed
378,3456,2415,63,302,2025-04-24,5.36,Joined
379,417,2059,76,58,2024-04-20,3.8,Dropped
380,460,914,98,582,2025-01-30,5.43,Joined
381,1691,1461,78,860,2023-10-27,2.51,Confirmed
382,2760,2736,17,792,2024-05-02,22.09,Joined
383,4256,1085,28,651,2023-08-28,8.28,Joined
384,1129,4729,16,306,2026-06-03,5.94,Deferred
385,3465,4895,91,631,2026-04-10,20.95,Confirmed
386,1509,1001,61,365,2025-03-04,2.8,Dropped
387,2330,4542,54,104,2025-03-10,9.01,Dropped
388,1179,2794,54,415,2025-04-03,9.19,Joined
389,579,249,25,223,2025-03-31,4.78,Confirmed
390,2051,4046,38,987,2025-10-23,11.81,Joined
391,2715,4306,26,734,2026-06-30,3.43,Deferred
392,4120,3176,56,229,2024-10-22,6.86,Joined
393,621,2985,91,395,2026-01-31,4.5,Deferred
394,109,4752,11,915,2025-03-29,8.46,Confirmed
395,76,3374,13,196,2026-01-22,5.87,Joined
396,1389,2376,49,299,2024-07-04,5.61,Dropped
397,1913,1379,92,665,2025-08-02,10.88,Joined
398,2518,1206,18,981,2025-08-21,2.92,Joined
399,1463,367,13,764,2024-02-13,7.48,Confirmed
400,1746,1683,3,210,2025-05-30,7.81,Deferred
401,2312,1234,82,326,2024-11-18,7.51,Joined
402,3264,4931,41,773,2026-04-12,2.79,Joined
403,2060,48,69,882,2025-09-25,6.75,Deferred
404,3398,3555,43,114,2023-12-13,6.88,Confirmed
405,586,1910,49,316,2025-01-02,5.1,Joined
406,598,3815,78,683,2025-05-03,4.56,Joined
407,2694,3972,30,622,2025-08-30,4.5,Confirmed
408,3493,313,25,936,2023-09-23,7.48,Confirmed
409,2556,2215,67,752,2025-02-07,6.55,Confirmed
410,4252,4518,14,785,2025-05-22,10.29,Joined
411,1850,4622,48,875,2023-08-08,5.81,Joined
412,4221,2049,93,435,2024-10-17,6.88,Joined
413,2186,4194,74,343,2026-02-27,7.27,Joined
414,2973,1594,79,911,2025-10-13,16.8,Joined
415,459,2025,5,505,2024-08-08,5.8,Joined
416,1050,506,24,662,2024-03-12,9.0,Joined
417,1451,1710,23,220,2023-11-13,7.66,Deferred
418,2554,3545,90,232,2025-06-20,8.33,Joined
419,1611,4486,20,324,2024-01-30,7.06,Confirmed
420,2608,915,77,882,2025-10-21,7.0,Deferred
421,3555,2231,21,19,2025-06-21,4.4,Confirmed
422,2996,2267,73,875,2025-09-13,7.92,Deferred
423,3819,2649,41,547,2026-02-02,9.17,Dropped
424,3060,4715,13,818,2025-09-19,7.95,Joined
425,887,1017,39,191,2025-02-15,3.32,Confirmed
426,2428,3035,72,445,2024-01-08,11.48,Confirmed
427,337,2426,43,481,2026-05-18,7.37,Confirmed
428,4023,1458,50,693,2024-08-29,3.79,Joined
429,1851,3189,68,500,2026-04-17,3.99,Deferred
430,2572,869,75,36,2025-01-07,7.16,Deferred
431,2122,4797,1,19,2025-09-17,16.85,Joined
432,4025,1764,70,683,2025-01-24,9.33,Confirmed
433,1653,4400,74,540,2024-12-23,3.49,Dropped
434,3090,4264,97,624,2025-10-01,7.07,Joined
435,1640,2416,87,213,2025-02-19,9.21,Joined
436,1255,576,34,771,2025-02-22,6.77,Deferred
437,3305,177,99,305,2023-10-07,5.24,Joined
438,4037,4056,6,570,2023-12-16,5.08,Joined
439,614,426,82,140,2025-02-03,2.29,Dropped
440,2960,1411,78,133,2025-05-16,7.09,Deferred
441,784,1472,39,655,2024-07-15,8.66,Joined
442,1557,4984,94,404,2025-02-20,4.82,Confirmed
443,2984,3576,26,177,2023-10-30,3.85,Confirmed
444,3385,317,9,809,2024-06-25,6.59,Joined
445,2029,861,31,681,2024-08-09,5.44,Joined
446,3939,3851,77,908,2023-08-31,8.47,Joined
447,1884,1834,76,457,2025-04-04,6.65,Confirmed
448,3603,4281,45,649,2024-04-08,2.73,Confirmed
449,2735,1883,86,397,2026-01-22,6.72,Joined
450,766,3024,49,718,2023-08-04,11.76,Joined
451,2080,286,4,198,2026-05-23,3.28,Joined
452,2081,3633,95,79,2024-05-23,4.62,Joined
453,577,3369,85,491,2026-04-27,2.34,Deferred
454,1209,3041,6,605,2024-09-21,14.27,Confirmed
455,2473,1221,38,708,2025-04-10,4.53,Joined
456,3096,4755,8,263,2024-12-15,5.47,Joined
457,3799,642,55,52,2026-03-27,8.65,Joined
458,160,3558,43,160,2025-03-10,10.74,Confirmed
459,4156,4851,57,902,2025-02-04,4.58,Confirmed
460,1956,4261,31,923,2026-01-20,4.08,Confirmed
461,4149,4275,26,390,2026-05-28,3.27,Joined
462,2753,4240,34,639,2025-07-04,3.96,Joined
463,449,2341,30,184,2025-08-02,5.52,Confirmed
464,1517,1007,22,443,2023-11-08,5.07,Confirmed
465,2255,1869,22,393,2025-08-19,2.57,Joined
466,2055,850,45,31,2024-06-21,6.95,Joined
467,4227,611,7,499,2024-07-29,4.27,Dropped
468,3194,1970,62,442,2025-07-18,7.28,Joined
469,563,2961,66,513,2023-10-18,7.39,Joined
470,2566,935,68,948,2025-05-17,8.98,Joined
471,4153,1125,64,821,2025-08-23,4.25,Deferred
472,4016,3779,83,673,2025-03-02,8.23,Joined
473,694,3488,17,925,2024-06-03,3.87,Deferred
474,1308,1480,85,947,2024-10-09,8.46,Joined
475,2895,3827,16,683,2025-01-09,11.63,Joined
476,545,1566,83,465,2026-04-24,8.67,Confirmed
477,2574,1256,58,622,2023-11-19,4.18,Joined
478,2090,1915,13,459,2025-07-19,6.69,Confirmed
479,3694,2824,31,563,2024-10-28,4.0,Confirmed
480,3277,4969,44,151,2025-04-02,3.17,Dropped
481,2756,2153,46,548,2025-10-19,8.22,Joined
482,2194,3477,53,773,2025-07-29,5.84,Deferred
483,1426,2475,1,243,2024-02-03,4.31,Confirmed
484,1953,2910,48,499,2025-12-20,5.45,Joined
485,3283,3514,56,401,2025-05-29,9.12,Deferred
486,106,1358,21,594,2026-01-02,6.23,Joined
487,847,3743,77,741,2024-04-29,6.13,Joined
488,832,2530,88,36,2024-07-17,5.44,Joined
489,1753,2901,71,361,2026-05-29,7.26,Joined
490,3971,4479,29,153,2024-03-26,8.09,Dropped
491,87,4972,7,432,2025-12-12,5.59,Joined
492,3761,2628,65,861,2024-12-23,13.4,Dropped
493,3466,1488,38,672,2024-07-20,5.8,Deferred
494,1929,4569,71,866,2024-06-04,4.08,Joined
495,2151,225,67,626,2023-09-30,6.52,Dropped
496,3596,281,86,977,2024-07-18,9.74,Joined
497,731,2728,27,139,2024-01-01,5.78,Deferred
498,4030,1592,17,82,2025-10-19,4.97,Deferred
499,3791,1341,81,423,2024-09-12,4.47,Confirmed
500,434,3183,82,730,2026-04-12,3.98,Deferred
501,2711,3330,58,451,2025-05-25,10.3,Joined
502,1296,4979,70,597,2023-09-17,8.09,Joined
503,1680,1199,87,245,2025-10-21,9.67,Joined
504,4141,4187,94,621,2025-08-04,5.16,Joined
505,961,1017,39,996,2025-02-04,7.94,Confirmed
506,3270,1984,68,195,2024-06-27,2.55,Joined
507,1899,3439,65,146,2024-02-20,2.33,Joined
508,554,4114,1,804,2026-06-30,11.3,Confirmed
509,2701,380,87,988,2024-12-25,7.43,Joined
510,1641,352,59,482,2023-12-16,4.56,Deferred
511,1380,2921,7,688,2025-01-04,6.32,Confirmed
