job_id,company_id,title,department,package_lpa,job_type,posted_date,status
58,848,Software Engineer,Electrical Engineering,3.59,Internship,2024-07-16,Open
59,858,Business Analyst,Business Administration,4.81,Full-Time,2025-01-22,Filled
60,644,ML Engineer,Electronics & Communication,5.96,Full-Time,2024-10-31,Closed
61,284,ML Engineer,Information Technology,5.24,Internship + PPO,2025-06-04,Filled
62,364,Data Analyst,Commerce,5.96,Internship + PPO,2023-12-30,Open
63,335,Backend Developer,Electrical Engineering,11.0,Internship,2023-08-25,Filled
64,510,Graduate Trainee Engineer,Computer Science,9.34,Full-Time,2025-02-04,Filled
65,961,Business Analyst,Commerce,5.83,Internship + PPO,2025-01-22,Filled
66,993,Data Analyst,Electronics & Communication,5.93,Internship,2024-12-30,Closed
67,838,Product Analyst,Artificial Intelligence & ML,2.5,Full-Time,2025-03-04,Closed
68,728,Systems Engineer,Mechanical Engineering,4.52,Internship + PPO,2023-08-14,Closed
69,58,Backend Developer,Business Administration,3.72,Internship,2024-03-12,Filled
70,368,ML Engineer,Data Science,4.22,Full-Time,2025-12-03,Filled
71,450,Data Scientist,Data Science,16.44,Full-Time,2026-01-14,Closed
72,400,ML Engineer,Data Science,6.9,Internship,2023-08-14,Filled
73,615,Graduate Trainee Engineer,Business Administration,7.52,Full-Time,2024-05-04,Closed
74,453,Cloud Engineer,Information Technology,8.1,Full-Time,2025-03-17,Filled
75,474,Associate Consultant,Civil Engineering,3.96,Full-Time,2024-07-18,Closed
76,938,ML Engineer,Mechanical Engineering,4.1,Full-Time,2023-07-05,Closed
77,660,DevOps Engineer,Mechanical Engineering,4.52,Full-Time,2026-01-19,Filled
78,540,Frontend Developer,Civil Engineering,6.3,Full-Time,2025-12-31,Closed
79,395,Software Engineer,Business Administration,2.5,Internship,2024-07-03,Filled
80,445,DevOps Engineer,Mechanical Engineering,4.15,Internship + PPO,2023-12-22,Open
81,711,Backend Developer,Electronics & Communication,4.68,Internship + PPO,2025-09-12,Open
82,96,ML Engineer,Commerce,5.94,Full-Time,2024-07-23,Closed
83,594,Systems Engineer,Computer Science,6.54,Full-Time,2025-12-03,Closed
84,715,Data Scientist,Data Science,6.93,Full-Time,2024-06-04,Filled
85,240,DevOps Engineer,Electronics & Communication,5.8,Internship,2024-10-09,Filled
86,571,QA Engineer,Information Technology,8.85,Full-Time,2023-06-10,Filled
87,898,Cloud Engineer,Civil Engineering,4.57,Internship,2025-05-14,Closed
88,216,DevOps Engineer,Electrical Engineering,4.02,Full-Time,2023-11-11,Open
89,642,Backend Developer,Mechanical Engineering,5.87,Internship,2024-01-27,Open
90,98,Data Analyst,Artificial Intelligence & ML,9.3,Internship + PPO,2024-01-02,Open
91,961,Data Scientist,Computer Science,6.76,Full-Time,2026-04-09,Closed
92,1000,QA Engineer,Artificial Intelligence & ML,5.46,Full-Time,2025-04-29,Open
93,802,Graduate Trainee Engineer,Artificial Intelligence & ML,4.74,Internship + PPO,2025-09-09,Filled
94,30,Data Analyst,Commerce,4.62,Internship,2026-03-07,Closed
95,419,Systems Engineer,Business Administration,9.05,Internship,2024-03-06,Closed
96,22,Associate Consultant,Computer Science,7.2,Full-Time,2024-03-03,Closed
97,947,Software Engineer,Electronics & Communication,8.74,Internship,2024-09-09,Filled
98,571,Full Stack Developer,Artificial Intelligence & ML,4.33,Full-Time,2025-11-26,Filled
99,767,Software Engineer,Electrical Engineering,9.59,Full-Time,2024-12-04,Filled
100,121,Product Analyst,Electronics & Communication,7.57,Full-Time,2026-03-28,Filled
101,274,ML Engineer,Computer Science,3.59,Internship + PPO,2024-09-30,Filled
102,711,Data Scientist,Computer Science,3.71,Internship + PPO,2024-08-02,Open
103,487,QA Engineer,Artificial Intelligence & ML,5.18,Full-Time,2025-07-14,Closed
104,663,Data Analyst,Commerce,4.07,Full-Time,2026-02-12,Open
105,823,Frontend Developer,Commerce,16.59,Full-Time,2024-05-13,Open
106,396,ML Engineer,Electronics & Communication,8.94,Internship + PPO,2026-01-22,Closed
107,949,Full Stack Developer,Electrical Engineering,4.48,Internship,2025-07-14,Closed
108,441,Data Analyst,Mechanical Engineering,8.62,Full-Time,2026-01-09,Open
109,560,Frontend Developer,Commerce,11.14,Full-Time,2025-09-07,Filled
110,119,QA Engineer,Civil Engineering,9.49,Internship,2025-09-26,Open
111,785,Data Analyst,Civil Engineering,4.17,Full-Time,2025-06-14,Open
112,370,Backend Developer,Artificial Intelligence & ML,7.52,Internship + PPO,2025-03-09,Filled
113,197,Associate Consultant,Electronics & Communication,6.27,Internship,2025-05-30,Closed
114,540,QA Engineer,Civil Engineering,3.2,Internship,2025-05-28,Closed
115,854,ML Engineer,Business Administration,6.47,Internship,2025-01-29,Filled
116,361,Graduate Trainee Engineer,Electrical Engineering,2.83,Full-Time,2024-03-26,Closed
117,699,Systems Engineer,Data Science,4.13,Internship,2024-03-12,Open
118,513,Systems Engineer,Information Technology,7.73,Internship + PPO,2023-09-08,Closed
119,620,Data Analyst,Information Technology,3.66,Internship + PPO,2025-06-18,Closed
120,948,Full Stack Developer,Data Science,7.01,Full-Time,2024-01-16,Open
121,737,Cloud Engineer,Mechanical Engineering,4.58,Full-Time,2026-01-31,Closed
122,428,DevOps Engineer,Electrical Engineering,5.92,Full-Time,2024-09-18,Filled
123,223,Full Stack Developer,Artificial Intelligence & ML,7.22,Full-Time,2023-10-31,Open
124,749,Frontend Developer,Data Science,5.98,Full-Time,2025-10-24,Closed
125,481,Software Engineer,Electrical Engineering,6.83,Internship,2026-03-09,Closed
126,844,ML Engineer,Data Science,6.78,Full-Time,2023-10-02,Filled
127,444,Product Analyst,Business Administration,4.17,Internship + PPO,2023-06-19,Closed
128,304,DevOps Engineer,Mechanical Engineering,5.49,Full-Time,2024-07-19,Filled
129,953,Graduate Trainee Engineer,Commerce,5.8,Internship,2023-10-17,Open
130,549,Frontend Developer,Data Science,4.88,Internship,2024-08-31,Filled
131,785,Systems Engineer,Computer Science,10.84,Full-Time,2025-03-24,Closed
132,947,Associate Consultant,Artificial Intelligence & ML,6.15,Full-Time,2024-05-29,Open
133,657,DevOps Engineer,Data Science,3.69,Full-Time,2025-03-17,Closed
134,240,Backend Developer,Civil Engineering,3.92,Internship + PPO,2023-09-14,Filled
135,526,Data Scientist,Mechanical Engineering,2.5,Full-Time,2025-05-05,Filled
136,317,Graduate Trainee Engineer,Mechanical Engineering,5.51,Full-Time,2024-10-06,Open
137,255,Backend Developer,Civil Engineering,4.02,Internship + PPO,2024-04-04,Open
138,358,Business Analyst,Civil Engineering,7.97,Full-Time,2025-06-06,Open
139,843,QA Engineer,Computer Science,7.92,Internship + PPO,2025-03-19,Closed
140,30,Data Analyst,Electrical Engineering,2.5,Full-Time,2025-04-25,Open
141,741,Systems Engineer,Artificial Intelligence & ML,5.98,Internship,2025-04-21,Filled
142,549,Data Scientist,Mechanical Engineering,7.53,Internship,2024-02-29,Filled
143,806,Graduate Trainee Engineer,Mechanical Engineering,12.42,Internship,2023-06-16,Filled
144,245,Frontend Developer,Electronics & Communication,9.92,Full-Time,2024-05-06,Open
145,614,Data Analyst,Data Science,6.0,Full-Time,2026-01-06,Closed
146,552,ML Engineer,Business Administration,7.48,Internship,2024-01-12,Closed
147,950,Associate Consultant,Electronics & Communication,6.56,Full-Time,2025-08-07,Open
148,741,Cloud Engineer,Data Science,4.58,Full-Time,2026-04-13,Closed
149,670,Systems Engineer,Civil Engineering,3.62,Full-Time,2026-01-03,Closed
150,163,Data Scientist,Electronics & Communication,6.82,Internship,2026-02-10,Open
151,155,ML Engineer,Artificial Intelligence & ML,7.24,Full-Time,2024-08-15,Closed
152,944,Backend Developer,Business Administration,5.57,Internship,2023-07-21,Closed
153,445,ML Engineer,Civil Engineering,3.78,Full-Time,2025-05-06,Open
154,582,DevOps Engineer,Artificial Intelligence & ML,11.1,Full-Time,2026-01-17,Closed
155,134,Data Scientist,Business Administration,5.3,Full-Time,2024-06-14,Open
156,115,Product Analyst,Mechanical Engineering,6.93,Full-Time,2023-12-14,Open
157,149,Associate Consultant,Commerce,5.5,Full-Time,2024-02-07,Open
158,16,Business Analyst,Commerce,5.22,Full-Time,2024-04-13,Closed
159,258,Data Analyst,Electronics & Communication,4.56,Full-Time,2024-12-26,Closed
160,598,Business Analyst,Business Administration,4.71,Full-Time,2024-08-30,Closed
161,277,Graduate Trainee Engineer,Data Science,5.41,Full-Time,2023-06-02,Closed
162,209,Full Stack Developer,Mechanical Engineering,9.15,Full-Time,2024-06-14,Open
163,51,Graduate Trainee Engineer,Information Technology,5.36,Full-Time,2024-10-26,Open
164,44,Full Stack Developer,Civil Engineering,9.24,Full-Time,2026-03-24,Filled
165,322,Full Stack Developer,Civil Engineering,6.39,Full-Time,2025-04-30,Filled
166,959,Graduate Trainee Engineer,Business Administration,3.29,Full-Time,2023-10-10,Open
167,96,Full Stack Developer,Business Administration,6.79,Internship,2024-05-02,Open
168,784,Data Analyst,Civil Engineering,6.66,Internship,2024-10-02,Open
169,663,Software Engineer,Mechanical Engineering,6.98,Full-Time,2023-06-08,Open
170,30,Data Scientist,Mechanical Engineering,12.35,Full-Time,2025-05-11,Open
171,778,Backend Developer,Electronics & Communication,3.88,Internship,2023-07-28,Closed
172,89,Business Analyst,Data Science,8.46,Internship + PPO,2026-03-31,Open
173,214,Backend Developer,Electrical Engineering,5.07,Full-Time,2026-01-28,Filled
174,693,Graduate Trainee Engineer,Commerce,4.22,Full-Time,2025-02-10,Filled
175,608,Frontend Developer,Artificial Intelligence & ML,4.89,Internship,2023-06-19,Closed
176,778,Full Stack Developer,Artificial Intelligence & ML,2.5,Full-Time,2025-07-18,Filled
177,559,Data Scientist,Business Administration,4.44,Full-Time,2023-12-23,Filled
178,912,ML Engineer,Electronics & Communication,6.25,Full-Time,2025-11-11,Filled
179,367,Backend Developer,Electronics & Communication,2.57,Full-Time,2023-12-07,Closed
180,508,Software Engineer,Business Administration,9.95,Internship,2025-06-20,Open
181,298,Business Analyst,Business Administration,4.8,Full-Time,2025-10-03,Open
182,340,Cloud Engineer,Business Administration,11.71,Full-Time,2025-09-13,Closed
183,795,Data Scientist,Civil Engineering,5.33,Internship + PPO,2025-03-04,Open
184,910,Frontend Developer,Artificial Intelligence & ML,2.5,Internship,2024-08-04,Open
185,528,Software Engineer,Business Administration,6.49,Full-Time,2025-07-31,Open
186,810,Backend Developer,Computer Science,3.1,Full-Time,2024-05-24,Filled
187,690,Graduate Trainee Engineer,Electrical Engineering,2.5,Internship,2024-05-14,Closed
188,557,Business Analyst,Business Administration,3.85,Full-Time,2025-11-16,Open
189,128,Data Scientist,Artificial Intelligence & ML,8.24,Full-Time,2025-01-13,Filled
190,556,Data Scientist,Mechanical Engineering,5.02,Internship,2024-08-11,Closed
191,1,Data Scientist,Mechanical Engineering,5.73,Full-Time,2023-11-07,Filled
192,579,Software Engineer,Business Administration,12.85,Full-Time,2024-10-12,Open
193,699,Data Scientist,Computer Science,4.91,Full-Time,2025-01-22,Filled
194,134,QA Engineer,Electronics & Communication,5.98,Internship,2023-12-29,Closed
195,971,Cloud Engineer,Electronics & Communication,8.73,Full-Time,2025-08-16,Open
196,656,Associate Consultant,Computer Science,3.81,Full-Time,2026-04-18,Open
197,542,Backend Developer,Data Science,8.66,Internship,2024-09-25,Open
198,780,Product Analyst,Computer Science,9.4,Full-Time,2025-02-28,Closed
199,564,Graduate Trainee Engineer,Civil Engineering,8.89,Full-Time,2026-04-21,Filled
200,740,Frontend Developer,Commerce,10.92,Full-Time,2026-03-20,Closed
201,99,ML Engineer,Information Technology,4.23,Full-Time,2023-11-13,Open
202,928,Associate Consultant,Mechanical Engineering,2.94,Internship,2025-11-04,Open
203,458,Graduate Trainee Engineer,Mechanical Engineering,5.82,Full-Time,2024-11-02,Filled
204,60,Backend Developer,Information Technology,5.71,Full-Time,2023-08-10,Open
205,228,Systems Engineer,Information Technology,3.39,Full-Time,2023-10-04,Closed
206,506,Data Scientist,Mechanical Engineering,7.64,Full-Time,2025-08-04,Filled
207,658,Data Scientist,Electronics & Communication,4.6,Full-Time,2025-07-08,Filled
208,528,DevOps Engineer,Civil Engineering,9.49,Full-Time,2024-03-21,Open
209,760,Graduate Trainee Engineer,Electrical Engineering,5.77,Full-Time,2025-06-13,Filled
210,276,Data Analyst,Civil Engineering,2.89,Internship,2025-02-16,Open
211,689,DevOps Engineer,Electrical Engineering,8.14,Internship + PPO,2023-06-06,Filled
212,316,Product Analyst,Data Science,4.01,Full-Time,2025-12-16,Closed
213,177,Business Analyst,Commerce,11.36,Full-Time,2024-04-07,Filled
214,985,Data Analyst,Information Technology,3.19,Internship + PPO,2025-05-21,Closed
215,354,DevOps Engineer,Civil Engineering,8.08,Internship,2023-06-04,Open
216,899,Data Analyst,Computer Science,7.97,Internship + PPO,2025-10-22,Closed
217,176,Systems Engineer,Data Science,4.14,Full-Time,2025-07-23,Open
218,169,Systems Engineer,Computer Science,3.29,Full-Time,2023-08-29,Closed
219,437,Graduate Trainee Engineer,Data Science,8.22,Full-Time,2024-06-09,Filled
220,586,Frontend Developer,Data Science,2.5,Full-Time,2023-06-13,Filled
221,328,ML Engineer,Information Technology,5.25,Full-Time,2023-07-07,Open
222,620,Frontend Developer,Commerce,5.61,Full-Time,2025-11-22,Filled
223,551,Backend Developer,Business Administration,2.5,Full-Time,2025-04-18,Closed
224,280,Cloud Engineer,Data Science,4.6,Full-Time,2024-01-03,Filled
225,120,Cloud Engineer,Civil Engineering,4.89,Full-Time,2024-03-01,Closed
226,470,Data Analyst,Computer Science,5.15,Full-Time,2024-12-20,Open
227,823,Data Scientist,Artificial Intelligence & ML,6.14,Full-Time,2025-09-30,Closed
228,74,Full Stack Developer,Artificial Intelligence & ML,3.34,Internship + PPO,2025-01-10,Open
229,565,Graduate Trainee Engineer,Electronics & Communication,5.35,Full-Time,2024-08-26,Open
230,73,Data Scientist,Electrical Engineering,4.33,Full-Time,2023-11-03,Closed
231,168,Graduate Trainee Engineer,Electronics & Communication,6.94,Full-Time,2023-09-23,Filled
232,582,Business Analyst,Mechanical Engineering,5.48,Internship,2024-12-12,Closed
233,686,Full Stack Developer,Civil Engineering,5.91,Full-Time,2024-07-04,Open
234,834,Graduate Trainee Engineer,Computer Science,9.09,Internship + PPO,2024-11-02,Filled
235,693,Data Analyst,Information Technology,7.75,Internship + PPO,2025-12-30,Closed
236,562,ML Engineer,Artificial Intelligence & ML,10.84,Internship + PPO,2023-07-02,Closed
237,388,Product Analyst,Business Administration,10.4,Full-Time,2024-05-17,Closed
238,210,Software Engineer,Electronics & Communication,5.02,Full-Time,2025-07-07,Filled
239,510,ML Engineer,Computer Science,6.77,Full-Time,2024-10-12,Closed
240,685,ML Engineer,Computer Science,10.24,Full-Time,2025-05-09,Open
241,826,Data Scientist,Artificial Intelligence & ML,4.62,Full-Time,2025-10-19,Closed
242,655,Frontend Developer,Business Administration,7.14,Internship,2023-12-11,Open
243,809,Backend Developer,Mechanical Engineering,3.1,Full-Time,2025-04-26,Closed
244,773,Associate Consultant,Information Technology,8.07,Full-Time,2024-07-12,Open
245,345,Associate Consultant,Information Technology,19.36,Full-Time,2026-03-20,Closed
246,290,QA Engineer,Commerce,3.75,Internship,2024-11-03,Filled
247,463,Full Stack Developer,Civil Engineering,7.2,Internship + PPO,2025-03-10,Closed
248,644,Business Analyst,Commerce,6.51,Internship,2023-10-14,Open
249,849,Frontend Developer,Commerce,6.59,Internship,2024-05-05,Closed
250,939,Business Analyst,Computer Science,2.5,Full-Time,2024-05-30,Closed
251,500,DevOps Engineer,Business Administration,5.68,Internship + PPO,2024-06-03,Closed
252,583,Full Stack Developer,Electronics & Communication,11.12,Internship,2023-10-26,Closed
253,66,DevOps Engineer,Commerce,6.69,Full-Time,2023-09-06,Closed
254,194,Business Analyst,Information Technology,6.26,Internship,2025-05-26,Closed
255,148,Graduate Trainee Engineer,Data Science,10.24,Full-Time,2025-11-19,Open
256,836,Data Analyst,Electronics & Communication,11.52,Full-Time,2023-06-08,Filled
257,828,Product Analyst,Data Science,6.21,Internship,2025-10-02,Filled
258,132,Full Stack Developer,Computer Science,6.4,Full-Time,2024-05-06,Closed
259,419,Associate Consultant,Computer Science,5.51,Full-Time,2025-04-01,Filled
260,897,Systems Engineer,Mechanical Engineering,4.01,Internship,2026-02-02,Closed
261,99,Frontend Developer,Commerce,6.23,Internship,2024-03-05,Closed
262,374,Backend Developer,Commerce,6.22,Internship,2023-10-08,Closed
263,411,Backend Developer,Computer Science,7.56,Full-Time,2025-01-25,Closed
264,545,Graduate Trainee Engineer,Electronics & Communication,4.76,Internship,2024-10-18,Open
265,16,Software Engineer,Electronics & Communication,7.14,Internship,2025-06-18,Open
266,72,Frontend Developer,Commerce,7.15,Full-Time,2026-02-21,Closed
267,570,Graduate Trainee Engineer,Electronics & Communication,8.32,Full-Time,2025-08-22,Filled
268,11,DevOps Engineer,Mechanical Engineering,3.88,Full-Time,2024-10-03,Open
269,872,Frontend Developer,Civil Engineering,5.66,Full-Time,2026-04-01,Closed
270,918,Associate Consultant,Mechanical Engineering,12.59,Full-Time,2023-09-05,Open
271,788,ML Engineer,Data Science,7.36,Internship + PPO,2026-02-11,Closed
272,624,Frontend Developer,Mechanical Engineering,6.11,Internship,2025-05-27,Filled
273,823,Business Analyst,Business Administration,8.64,Internship,2024-11-26,Closed
274,992,Systems Engineer,Business Administration,6.66,Full-Time,2025-05-30,Closed
275,656,Backend Developer,Mechanical Engineering,4.94,Full-Time,2023-07-10,Closed
276,722,DevOps Engineer,Data Science,5.68,Full-Time,2023-07-24,Closed
277,880,Graduate Trainee Engineer,Information Technology,4.05,Full-Time,2024-11-03,Open
278,892,DevOps Engineer,Data Science,3.16,Internship,2025-01-09,Closed
279,519,Graduate Trainee Engineer,Electronics & Communication,4.35,Internship,2024-10-16,Open
280,801,DevOps Engineer,Electrical Engineering,8.52,Full-Time,2023-09-04,Filled
281,910,Full Stack Developer,Computer Science,5.34,Full-Time,2023-07-12,Open
282,355,Cloud Engineer,Business Administration,4.18,Full-Time,2024-12-09,Filled
283,321,ML Engineer,Information Technology,6.48,Full-Time,2026-03-11,Filled
284,203,Product Analyst,Computer Science,5.17,Full-Time,2025-04-16,Closed
285,153,Data Analyst,Business Administration,10.58,Full-Time,2025-03-07,Filled
286,496,Cloud Engineer,Mechanical Engineering,6.26,Full-Time,2024-02-12,Filled
287,899,QA Engineer,Electronics & Communication,5.56,Internship + PPO,2026-01-11,Closed
288,557,Software Engineer,Commerce,2.94,Internship,2024-01-01,Open
289,722,QA Engineer,Civil Engineering,6.0,Full-Time,2023-09-15,Open
290,336,Frontend Developer,Artificial Intelligence & ML,13.63,Full-Time,2025-01-12,Filled
291,959,Product Analyst,Information Technology,6.56,Internship + PPO,2024-09-17,Filled
292,177,QA Engineer,Information Technology,10.43,Full-Time,2023-10-25,Filled
293,12,Frontend Developer,Computer Science,3.31,Full-Time,2026-02-17,Filled
294,859,Backend Developer,Civil Engineering,5.9,Internship + PPO,2023-07-31,Filled
295,382,Data Scientist,Business Administration,3.27,Full-Time,2025-05-31,Filled
296,783,Systems Engineer,Civil Engineering,6.95,Internship + PPO,2026-03-29,Closed
297,462,Full Stack Developer,Artificial Intelligence & ML,2.62,Internship,2025-08-20,Filled
298,968,QA Engineer,Civil Engineering,4.48,Full-Time,2024-07-31,Filled
299,60,Product Analyst,Data Science,6.94,Internship,2024-12-21,Filled
300,92,Data Scientist,Computer Science,4.84,Internship + PPO,2025-09-07,Closed
301,75,Business Analyst,Mechanical Engineering,4.78,Full-Time,2025-11-23,Open
302,911,Data Scientist,Computer Science,16.8,Full-Time,2025-08-15,Closed
303,124,Graduate Trainee Engineer,Artificial Intelligence & ML,4.55,Full-Time,2025-01-19,Closed
304,134,Data Analyst,Electronics & Communication,13.65,Internship,2024-11-21,Filled
305,926,DevOps Engineer,Information Technology,4.77,Full-Time,2023-06-14,Filled
306,668,Backend Developer,Data Science,8.99,Internship,2023-06-04,Open
307,428,Product Analyst,Mechanical Engineering,3.86,Full-Time,2026-04-24,Closed
308,181,ML Engineer,Electronics & Communication,9.14,Full-Time,2026-03-23,Filled
309,406,Graduate Trainee Engineer,Electronics & Communication,8.19,Internship,2025-05-29,Filled
310,528,Software Engineer,Civil Engineering,8.47,Full-Time,2024-12-29,Closed
311,390,Product Analyst,Mechanical Engineering,5.26,Full-Time,2024-08-16,Closed
312,874,Data Analyst,Data Science,6.72,Full-Time,2025-06-17,Filled
313,823,Business Analyst,Data Science,4.37,Full-Time,2023-07-08,Closed
314,25,QA Engineer,Artificial Intelligence & ML,8.15,Full-Time,2025-04-03,Closed
315,634,Business Analyst,Data Science,5.79,Internship,2025-07-04,Filled
316,744,DevOps Engineer,Civil Engineering,6.04,Full-Time,2025-10-05,Open
317,605,Backend Developer,Information Technology,9.79,Full-Time,2023-09-14,Filled
318,872,Backend Developer,Data Science,5.65,Internship + PPO,2025-10-23,Open
319,996,DevOps Engineer,Information Technology,8.18,Full-Time,2026-01-18,Closed
320,347,Full Stack Developer,Electronics & Communication,6.19,Internship + PPO,2025-12-28,Open
321,558,Graduate Trainee Engineer,Business Administration,15.2,Full-Time,2024-11-17,Open
322,289,Backend Developer,Electrical Engineering,5.45,Internship,2023-10-16,Filled
323,126,QA Engineer,Data Science,7.85,Full-Time,2024-10-12,Closed
324,572,Business Analyst,Commerce,2.94,Internship,2024-11-30,Filled
325,169,Backend Developer,Commerce,4.48,Internship,2026-04-21,Closed
326,995,Software Engineer,Mechanical Engineering,7.78,Internship,2024-08-24,Open
327,548,Backend Developer,Commerce,4.65,Internship,2025-06-02,Open
328,347,Business Analyst,Data Science,3.54,Full-Time,2025-06-20,Open
329,654,DevOps Engineer,Business Administration,2.94,Full-Time,2023-08-25,Closed
330,879,Backend Developer,Electronics & Communication,4.81,Full-Time,2025-05-09,Closed
331,285,Cloud Engineer,Mechanical Engineering,5.28,Full-Time,2026-01-14,Closed
332,184,Systems Engineer,Computer Science,2.73,Full-Time,2025-01-15,Open
333,506,Data Analyst,Civil Engineering,4.13,Full-Time,2023-12-08,Filled
334,238,Graduate Trainee Engineer,Civil Engineering,16.04,Full-Time,2026-02-26,Closed
335,22,Full Stack Developer,Civil Engineering,7.81,Full-Time,2025-12-19,Open
336,749,Backend Developer,Artificial Intelligence & ML,5.95,Full-Time,2026-02-27,Filled
337,162,Software Engineer,Civil Engineering,5.17,Full-Time,2026-01-04,Closed
338,253,Product Analyst,Data Science,4.62,Full-Time,2023-08-21,Closed
339,138,DevOps Engineer,Information Technology,8.9,Full-Time,2025-12-26,Open
340,201,Full Stack Developer,Data Science,3.8,Full-Time,2025-02-24,Open
341,232,Product Analyst,Artificial Intelligence & ML,8.63,Full-Time,2025-04-19,Filled
342,619,Backend Developer,Commerce,4.37,Full-Time,2025-12-10,Closed
343,416,Data Analyst,Computer Science,11.34,Internship,2025-07-28,Closed
344,315,Associate Consultant,Civil Engineering,6.13,Full-Time,2024-07-15,Closed
345,626,Full Stack Developer,Artificial Intelligence & ML,7.02,Full-Time,2023-07-14,Filled
346,180,Cloud Engineer,Data Science,3.9,Internship + PPO,2024-07-26,Closed
347,764,Cloud Engineer,Computer Science,7.63,Full-Time,2023-12-15,Closed
